time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1999-03-24,7.5,-1.4,17.5,,,29.0,9.5,,,
1999-03-25,11.1,8.8,13.4,,,47.0,24.5,,,
1999-04-02,9.6,4.7,16.6,,,23.0,5.3,,,
1999-04-03,11.2,5.9,17.4,,,,5.8,,,
1999-04-04,11.0,6.8,18.1,,,,4.2,,,
1999-04-05,10.9,3.7,19.4,,,23.0,5.6,,,
1999-04-09,8.2,0.1,16.4,,,208.0,6.3,,,
1999-04-10,9.9,3.8,16.6,,,,4.8,,,
1999-04-11,6.9,4.4,9.3,,,,6.9,,,
1999-04-12,5.5,3.1,10.1,,,,4.3,,,
1999-04-13,3.2,0.4,7.3,,,210.0,9.2,,,
1999-04-14,6.1,1.7,12.4,,,,6.1,,,
1999-04-15,2.6,-0.5,5.6,,,201.0,7.6,,,
1999-04-16,1.1,-0.8,3.7,,,,8.0,,,
1999-04-17,3.1,-3.3,9.6,,,251.0,5.6,,,
1999-04-18,2.5,0.1,6.0,,,,7.1,,,
1999-04-19,4.5,0.5,10.6,,,,5.6,,,
1999-04-20,5.8,1.4,9.5,,,,3.8,,,
1999-04-21,7.8,6.0,13.0,,,,4.6,,,
1999-04-22,9.1,4.4,14.4,,,,5.1,,,
1999-04-23,9.3,2.7,16.7,,,,5.6,,,
1999-04-24,7.3,4.0,11.1,,,,5.2,,,
1999-04-25,10.0,4.6,18.0,,,142.0,5.4,,,
1999-04-26,10.6,6.6,15.4,,,97.0,9.1,,,
1999-04-27,11.1,5.0,17.1,,,,9.1,,,
1999-04-28,11.8,4.5,17.9,,,38.0,17.0,,,
1999-04-29,14.5,11.0,16.1,,,56.0,25.9,,,
1999-04-30,12.4,5.0,19.8,,,349.0,5.0,,,
1999-05-02,15.1,6.6,23.1,,,,5.8,,,
1999-05-03,15.4,8.8,20.9,,,22.0,12.9,,,
1999-05-04,14.8,11.5,16.9,,,44.0,16.9,,,
1999-05-05,14.3,8.6,21.2,,,,5.4,,,
1999-05-06,15.3,9.5,22.3,,,137.0,4.6,,,
1999-05-08,11.7,10.3,15.1,,,,4.1,,,
1999-05-09,14.1,6.7,23.8,,,,4.2,,,
1999-05-10,16.1,7.9,24.8,,,,4.5,,,
1999-05-11,13.9,11.2,17.1,,,,4.5,,,
1999-05-12,13.5,11.8,17.7,,,332.0,4.0,,,
1999-05-13,15.6,10.4,22.5,,,315.0,4.8,,,
1999-05-15,12.5,10.3,16.4,,,,3.2,,,
1999-05-16,14.6,9.7,21.4,,,,5.3,,,
1999-05-17,13.9,9.7,17.9,,,41.0,15.6,,,
1999-05-19,12.9,8.2,17.0,,,11.0,11.5,,,
1999-05-20,9.7,7.2,13.6,,,,5.4,,,
1999-05-21,9.6,7.2,13.1,,,215.0,7.5,,,
1999-05-22,11.5,9.1,14.2,,,,4.0,,,
1999-05-24,16.6,8.7,25.1,,,309.0,6.1,,,
1999-05-25,17.1,11.9,24.8,,,,5.3,,,
1999-05-26,17.8,9.2,26.1,,,,4.8,,,
1999-05-27,19.2,10.8,28.2,,,25.0,7.7,,,
1999-05-28,17.9,13.0,25.4,,,,4.8,,,
1999-05-29,19.7,12.4,28.9,,,10.0,6.5,,,
1999-05-30,18.7,11.6,28.4,,,,4.7,,,
1999-05-31,18.0,12.5,23.9,,,330.0,4.8,,,
1999-06-01,20.4,11.1,30.9,,,332.0,4.1,,,
1999-06-02,20.1,13.4,28.7,,,,4.9,,,
1999-06-05,14.5,6.7,23.4,,,,3.8,,,
1999-06-06,10.8,9.2,14.2,,,200.0,6.7,,,
1999-06-07,14.3,9.0,22.5,,,,4.7,,,
1999-06-10,12.2,10.6,14.6,,,,4.2,,,
1999-06-11,14.5,10.2,20.3,,,,5.5,,,
1999-06-12,15.3,10.3,21.7,,,,5.9,,,
1999-06-13,16.5,8.3,24.2,,,,5.6,,,
1999-06-14,11.7,8.0,15.3,,,,5.4,,,
1999-06-15,12.7,7.0,20.3,,,,3.2,,,
1999-06-16,16.5,9.6,23.5,,,,5.1,,,
1999-06-17,18.2,12.5,25.6,,,,5.2,,,
1999-06-18,16.6,11.3,22.5,,,,4.3,,,
1999-06-19,16.4,11.7,22.6,,,,5.4,,,
1999-06-20,15.5,9.4,21.1,,,237.0,5.1,,,
1999-06-21,13.3,8.5,17.9,,,,7.7,,,
1999-06-22,11.9,6.1,19.1,,,221.0,5.9,,,
1999-06-23,14.1,5.5,23.7,,,,5.3,,,
1999-06-24,17.2,8.6,25.3,,,,5.7,,,
1999-06-25,18.5,9.2,27.1,,,,5.5,,,
1999-06-26,16.5,12.2,19.9,,,,3.8,,,
1999-06-27,17.4,12.5,23.2,,,208.0,5.1,,,
1999-06-28,14.7,9.3,21.1,,,244.0,5.9,,,
1999-06-29,17.0,9.6,25.0,,,,4.8,,,
1999-06-30,18.0,13.4,24.4,,,,4.3,,,
1999-07-01,19.1,12.1,27.5,,,254.0,5.4,,,
1999-07-02,20.8,11.7,31.0,,,325.0,5.1,,,
1999-07-03,22.4,13.6,32.5,,,337.0,5.9,,,
1999-07-04,23.3,15.0,31.8,,,16.0,7.4,,,
1999-07-05,24.2,18.3,30.0,,,55.0,13.7,,,
1999-07-06,17.8,12.4,22.4,,,197.0,9.4,,,
1999-07-07,17.7,12.6,23.2,,,,5.1,,,
1999-07-08,18.8,12.5,25.2,,,,6.1,,,
1999-07-09,17.7,11.0,24.0,,,,6.0,,,
1999-07-10,18.9,12.2,25.4,,,,5.3,,,
1999-07-11,17.6,13.9,22.3,,,,4.6,,,
1999-07-12,18.9,12.4,24.3,,,,3.8,,,
1999-07-13,18.2,12.8,27.1,,,296.0,6.7,,,
1999-07-28,17.9,14.2,22.3,,,,4.3,,,
1999-07-29,18.1,14.7,25.0,,,,3.5,,,
1999-07-30,19.6,14.3,27.0,,,,5.5,,,
1999-07-31,18.5,13.8,24.5,,,,4.2,,,
1999-08-01,18.6,12.7,26.7,,,,5.0,,,
1999-08-02,19.1,11.3,27.7,,,,4.8,,,
1999-08-03,20.1,14.4,28.2,,,,5.4,,,
1999-08-06,22.8,16.2,31.5,,,,4.1,,,
1999-08-07,19.9,12.7,29.4,,,,4.3,,,
1999-08-08,20.8,15.5,28.7,,,,5.5,,,
1999-08-09,20.3,16.2,25.6,,,,3.7,,,
1999-08-10,19.5,14.7,25.8,,,,6.2,,,
1999-08-13,15.4,10.8,22.0,,,,4.8,,,
1999-08-14,17.2,9.8,25.5,,,278.0,4.8,,,
1999-08-15,19.7,14.6,27.0,,,261.0,5.7,,,
1999-08-16,14.0,11.6,18.6,,,,3.7,,,
1999-08-17,15.6,10.2,22.6,,,,5.1,,,
1999-08-18,15.8,9.8,24.3,,,327.0,4.0,,,
1999-08-19,15.4,13.0,19.0,,,,3.2,,,
1999-08-21,17.4,13.0,23.4,,,,5.1,,,
1999-08-22,16.4,9.5,25.2,,,,5.1,,,
1999-08-23,17.2,10.3,26.9,,,,4.0,,,
1999-08-24,20.9,14.8,30.0,,,,5.6,,,
1999-08-25,20.7,12.8,29.4,,,,3.8,,,
1999-08-31,18.3,12.9,25.9,,,,3.4,,,
1999-09-01,18.0,10.9,27.0,,,,4.3,,,
1999-09-02,17.9,11.2,25.6,,,249.0,5.2,,,
1999-09-03,16.7,12.4,20.7,,,,13.0,,,
1999-09-06,14.4,9.4,21.3,,,,3.7,,,
1999-09-07,16.5,11.6,23.9,,,343.0,3.8,,,
1999-09-08,17.0,10.3,26.3,,,,4.5,,,
1999-09-09,18.4,11.3,26.9,,,,5.0,,,
1999-09-10,18.2,11.6,26.9,,,,4.6,,,
1999-09-14,17.6,9.6,27.2,,,,5.9,,,
1999-09-15,16.9,11.0,24.3,,,19.0,9.1,,,
1999-09-16,17.2,14.1,24.2,,,,5.6,,,
1999-09-17,15.9,9.4,25.4,,,,5.6,,,
1999-09-18,15.0,12.4,20.7,,,256.0,4.5,,,
1999-09-19,16.9,10.8,19.5,,,28.0,16.2,,,
1999-09-20,16.2,12.2,21.4,,,199.0,10.5,,,
1999-09-21,15.1,10.1,22.7,,,327.0,4.8,,,
1999-09-22,16.7,11.2,23.8,,,,8.6,,,
1999-09-23,15.6,9.8,22.4,,,292.0,4.8,,,
1999-09-24,16.4,9.0,26.7,,,,4.1,,,
1999-09-25,15.4,11.7,22.6,,,,4.8,,,
1999-09-26,14.1,12.1,17.1,,,,4.0,,,
1999-09-27,13.2,8.3,20.3,,,,4.2,,,
1999-09-29,13.3,9.5,17.6,,,,2.8,,,
1999-09-30,11.4,8.6,16.1,,,,4.4,,,
1999-10-01,11.6,8.3,18.5,,,,4.4,,,
1999-10-02,12.1,7.2,19.5,,,285.0,4.8,,,
1999-10-03,9.8,7.0,12.1,,,265.0,6.2,,,
1999-10-05,5.0,2.0,8.6,,,220.0,5.1,,,
1999-10-06,5.2,-1.2,14.9,,,,4.3,,,
1999-10-08,7.2,0.7,17.1,,,351.0,4.4,,,
1999-10-09,8.3,2.1,17.0,,,,4.2,,,
1999-10-10,10.0,3.5,18.8,,,326.0,4.9,,,
1999-10-11,9.5,3.7,19.7,,,,5.1,,,
1999-10-12,10.4,4.6,20.2,,,,4.5,,,
1999-10-13,10.1,7.7,13.4,,,,3.5,,,
1999-10-14,12.3,7.9,18.5,,,,3.7,,,
1999-10-15,11.7,10.6,13.9,,,,3.2,,,
1999-10-16,12.3,9.9,19.5,,,,2.9,,,
1999-10-17,10.7,5.3,18.5,,,,3.5,,,
1999-10-18,10.3,6.3,13.2,,,29.0,14.0,,,
1999-10-19,7.8,5.6,11.8,,,,4.5,,,
1999-10-20,7.9,3.8,10.8,,,,20.6,,,
1999-10-21,11.6,8.2,14.3,,,59.0,24.0,,,
1999-10-22,11.2,4.4,18.0,,,37.0,18.8,,,
1999-10-24,10.0,3.6,14.1,,,30.0,14.9,,,
1999-10-27,9.9,4.2,20.0,,,,4.6,,,
1999-10-28,12.5,7.3,21.8,,,,3.2,,,
1999-10-29,14.8,10.8,22.3,,,,3.0,,,
1999-10-30,13.4,9.3,17.1,,,,5.9,,,
1999-10-31,11.3,6.9,18.6,,,,5.1,,,
1999-11-01,9.5,3.8,19.4,,,0.0,5.0,,,
1999-11-02,8.1,4.8,11.4,,,,3.7,,,
1999-11-03,8.6,7.5,9.8,,,,3.9,,,
1999-11-04,7.9,6.7,10.9,,,,2.9,,,
1999-11-05,9.8,4.4,16.6,,,,6.2,,,
1999-11-06,5.1,2.9,9.4,,,,6.7,,,
1999-11-07,3.9,2.2,6.1,,,,1.7,,,
1999-11-08,3.1,-1.6,10.6,,,,2.5,,,
1999-11-09,3.3,-1.6,10.5,,,,2.9,,,
1999-11-10,3.3,1.5,5.6,,,,2.7,,,
1999-11-12,8.6,6.3,10.5,,,52.0,22.1,,,
1999-11-13,9.2,2.9,14.8,,,42.0,13.0,,,
1999-11-15,3.5,0.7,5.7,,,,5.0,,,
1999-11-16,2.0,-0.9,6.9,,,,4.8,,,
1999-11-17,-0.9,-3.3,0.7,,,211.0,11.2,,,
1999-11-18,-2.1,-3.1,0.1,,,,3.7,,,
1999-11-19,-2.6,-4.5,-1.4,,,,7.4,,,
1999-11-20,-3.7,-9.9,0.6,,,,6.7,,,
1999-11-21,-3.2,-6.4,0.4,,,,8.4,,,
1999-11-22,-4.3,-7.0,-1.9,,,204.0,4.5,,,
1999-11-23,-3.9,-9.5,0.9,,,,3.2,,,
1999-11-24,-1.1,-4.9,5.5,,,,2.3,,,
1999-11-25,-3.8,-7.4,3.0,,,,2.0,,,
1999-11-26,-2.4,-6.4,6.1,,,,2.7,,,
1999-12-01,1.6,-1.8,8.7,,,,3.8,,,
1999-12-03,1.6,-2.4,9.4,,,,4.2,,,
1999-12-04,1.3,-1.8,4.7,,,,4.0,,,
1999-12-05,0.1,-3.0,2.5,,,,9.1,,,
1999-12-06,-3.0,-7.0,2.7,,,,3.5,,,
1999-12-07,1.1,-3.4,8.1,,,,3.5,,,
1999-12-08,1.9,-1.6,8.7,,,,3.7,,,
1999-12-09,2.1,-2.3,8.4,,,,4.8,,,
1999-12-10,0.9,-0.2,2.4,,,,3.2,,,
1999-12-11,-1.2,-2.8,0.4,,,,2.3,,,
1999-12-12,2.1,0.3,4.1,,,290.0,9.0,,,
1999-12-13,0.7,-1.0,3.7,,,,9.9,,,
1999-12-14,-0.4,-1.2,0.8,,,,0.0,,,
1999-12-16,-2.8,-4.2,0.7,,,,0.9,,,
1999-12-17,-6.3,-11.1,-0.9,,,,0.5,,,
1999-12-18,-1.0,-5.5,2.2,,,,1.7,,,
1999-12-19,2.3,1.2,4.6,,,,2.7,,,
1999-12-20,-1.5,-7.9,2.7,,,,3.7,,,
1999-12-22,-3.7,-8.6,3.2,,,,1.8,,,
1999-12-23,-1.0,-4.4,4.9,,,,3.2,,,
1999-12-24,1.4,-2.0,7.5,,,,4.7,,,
1999-12-28,-0.5,-2.2,3.5,,,,9.1,,,
1999-12-29,-2.0,-3.0,1.0,,,,2.3,,,
1999-12-30,-5.2,-8.0,-1.6,,,,3.2,,,
1999-12-31,-5.4,-9.8,-1.7,,,,2.3,,,
2000-01-01,-1.5,-3.9,2.5,,,,3.0,,,
2000-01-02,-3.0,-6.0,2.4,,,,3.7,,,
2000-01-03,-2.0,-4.8,3.5,,,,4.2,,,
2000-01-04,-1.6,-4.4,4.1,,,,5.1,,,
2000-01-07,-1.0,-3.8,5.6,,,,3.4,,,
2000-01-08,-1.7,-5.3,4.9,,,,4.2,,,
2000-01-09,0.5,-2.1,5.4,,,,3.2,,,
2000-01-10,-0.5,-3.4,5.4,,,359.0,3.6,,,
2000-01-11,-1.8,-5.3,5.0,,,,3.1,,,
2000-01-12,-3.3,-6.9,4.4,,,,2.7,,,
2000-01-13,-3.7,-7.2,4.2,,,,3.8,,,
2000-01-14,-2.7,-7.7,5.0,,,277.0,5.9,,,
2000-01-15,0.1,-3.7,7.0,,,,4.7,,,
2000-01-19,-0.5,-4.4,6.1,,,,2.9,,,
2000-01-20,-4.5,-8.5,2.8,,,,3.5,,,
2000-01-21,-5.6,-9.7,1.8,,,351.0,4.3,,,
2000-01-22,-5.5,-9.5,-0.7,,,,3.4,,,
2000-01-23,-2.3,-3.8,1.3,,,,3.1,,,
2000-01-24,-3.2,-8.6,1.0,,,,2.4,,,
2000-01-25,-6.9,-11.2,2.1,,,,4.3,,,
2000-01-27,-4.4,-9.4,3.9,,,,3.7,,,
2000-01-28,-3.2,-7.2,3.3,,,,4.0,,,
2000-01-29,-0.6,-4.5,4.6,,,,3.4,,,
2000-01-30,1.7,0.2,4.4,,,,3.0,,,
2000-01-31,2.4,-1.1,8.8,,,,2.9,,,
2000-02-01,3.6,-0.4,11.9,,,,4.3,,,
2000-02-02,3.1,1.6,5.2,,,,3.0,,,
2000-02-04,1.2,-3.3,8.6,,,,3.7,,,
2000-02-05,2.8,-1.2,11.4,,,,3.7,,,
2000-02-06,4.1,0.3,11.3,,,,3.4,,,
2000-02-07,3.6,1.4,9.5,,,,4.7,,,
2000-02-08,3.1,1.3,4.8,,,,2.9,,,
2000-02-09,2.3,0.3,3.8,,,253.0,7.3,,,
2000-02-10,1.8,-3.6,10.0,,,,3.4,,,
2000-02-11,2.6,1.5,4.1,,,,2.6,,,
2000-02-12,1.6,0.4,3.3,,,,4.2,,,
2000-02-13,1.8,-2.8,7.8,,,,2.9,,,
2000-02-14,3.1,-1.8,11.4,,,,3.3,,,
2000-02-15,2.8,-1.3,8.5,,,,5.2,,,
2000-02-16,1.8,-1.6,4.3,,,221.0,13.3,,,
2000-02-17,-2.2,-3.5,0.6,,,,7.3,,,
2000-02-18,-1.7,-3.4,0.4,,,,3.7,,,
2000-02-19,1.3,-0.3,2.9,,,222.0,8.1,,,
2000-02-20,0.5,-2.1,3.6,,,,3.9,,,
2000-02-22,-1.7,-7.0,7.3,,,354.0,4.5,,,
2000-02-23,-0.9,-6.7,9.2,,,345.0,4.1,,,
2000-02-24,0.3,-5.8,10.6,,,,4.2,,,
2000-02-25,3.1,-2.0,10.5,,,,3.5,,,
2000-02-26,4.6,-0.8,12.7,,,,4.5,,,
2000-02-27,5.5,-0.2,14.6,,,,3.4,,,
2000-02-28,5.2,-1.3,13.2,,,,5.6,,,
2000-02-29,5.1,2.4,10.6,,,,4.3,,,
2000-03-01,0.8,0.1,2.0,,,,1.9,,,
2000-03-02,0.9,-2.6,6.3,,,,3.9,,,
2000-03-03,1.2,-4.1,9.6,,,,2.3,,,
2000-03-04,2.1,-0.9,6.5,,,,3.9,,,
2000-03-05,1.3,-2.8,8.6,,,,3.2,,,
2000-03-06,2.4,-4.4,13.4,,,,3.8,,,
2000-03-07,4.4,-1.9,14.8,,,355.0,5.1,,,
2000-03-08,5.9,-1.3,15.8,,,7.0,4.6,,,
2000-03-09,9.1,3.1,19.5,,,353.0,4.6,,,
2000-03-10,7.8,2.0,16.2,,,,3.9,,,
2000-03-11,8.2,2.0,19.0,,,,5.1,,,
2000-03-12,8.4,1.3,18.7,,,,4.0,,,
2000-03-13,7.7,0.8,18.2,,,,4.8,,,
2000-03-14,8.0,2.2,16.0,,,294.0,5.1,,,
2000-03-15,6.9,3.8,9.4,,,206.0,8.1,,,
2000-03-16,5.3,-1.3,12.6,,,,3.8,,,
2000-03-17,5.9,-0.6,14.3,,,,4.0,,,
2000-03-18,5.8,3.1,8.9,,,,3.7,,,
2000-03-19,7.6,3.9,13.0,,,,5.1,,,
2000-03-20,7.4,3.0,13.8,,,,10.9,,,
2000-03-21,6.2,-1.4,16.1,,,,4.0,,,
2000-03-23,7.7,3.0,12.4,,,,4.5,,,
2000-03-24,8.8,6.0,13.6,,,214.0,7.6,,,
2000-03-25,9.0,3.7,16.7,,,,5.4,,,
2000-03-26,5.2,3.4,8.5,,,237.0,6.1,,,
2000-03-27,3.5,0.7,8.0,,,188.0,8.1,,,
2000-03-28,3.5,-3.0,10.4,,,,6.6,,,
2000-03-29,2.4,0.6,4.7,,,,6.5,,,
2000-03-30,3.6,0.5,7.9,,,,7.5,,,
2000-03-31,4.4,-1.4,11.2,,,168.0,4.9,,,
2000-04-01,4.0,0.9,10.0,,,210.0,5.0,,,
2000-04-02,5.9,-1.9,14.0,,,38.0,15.3,,,
2000-04-03,10.1,7.1,11.6,,,50.0,26.3,,,
2000-04-05,6.8,5.0,9.6,,,,8.2,,,
2000-04-06,7.0,4.3,11.2,,,196.0,7.2,,,
2000-04-08,8.4,0.8,18.8,,,354.0,4.3,,,
2000-04-09,8.3,4.8,12.9,,,58.0,15.9,,,
2000-04-10,10.2,8.0,13.7,,,57.0,17.8,,,
2000-04-11,8.6,5.5,13.2,,,,5.3,,,
2000-04-12,6.1,4.3,8.4,,,231.0,5.9,,,
2000-04-13,6.6,4.3,9.2,,,,3.8,,,
2000-04-14,9.6,1.6,16.3,,,42.0,14.0,,,
2000-04-15,8.9,4.2,13.0,,,323.0,9.4,,,
2000-04-16,7.6,1.6,12.7,,,39.0,19.9,,,
2000-04-17,7.6,4.4,10.5,,,171.0,11.6,,,
2000-04-18,7.9,3.6,14.4,,,,3.7,,,
2000-04-19,8.8,1.6,15.6,,,317.0,6.7,,,
2000-04-20,11.3,1.9,21.4,,,13.0,4.9,,,
2000-04-21,14.3,5.4,23.6,,,,4.6,,,
2000-04-22,15.5,7.5,24.3,,,17.0,10.2,,,
2000-04-23,13.9,5.5,18.5,,,67.0,12.4,,,
2000-04-24,6.2,3.4,11.0,,,,3.2,,,
2000-04-25,10.9,1.1,22.3,,,,3.4,,,
2000-04-26,14.1,5.8,21.2,,,,11.7,,,
2000-04-30,12.1,4.4,19.7,,,,8.2,,,
2000-05-01,14.1,5.9,22.8,,,,4.0,,,
2000-05-02,14.8,7.2,23.8,,,317.0,4.3,,,
2000-05-03,14.4,9.6,21.6,,,,4.6,,,
2000-05-04,13.8,6.1,21.6,,,,5.1,,,
2000-05-13,15.1,7.9,21.6,,,199.0,4.6,,,
2000-05-14,16.7,9.3,25.5,,,264.0,6.0,,,
2000-05-15,18.2,9.1,27.2,,,,3.8,,,
2000-05-16,19.1,10.5,28.0,,,,4.3,,,
2000-05-17,16.8,10.5,25.1,,,,5.2,,,
2000-05-18,14.9,10.6,20.3,,,205.0,8.7,,,
2000-05-19,13.0,7.6,19.9,,,207.0,8.3,,,
2000-05-20,12.9,6.2,19.6,,,,5.4,,,
2000-05-21,12.9,4.3,22.7,,,,6.5,,,
2000-05-22,13.1,7.1,19.5,,,194.0,6.1,,,
2000-05-23,14.2,4.9,23.6,,,,5.4,,,
2000-05-24,17.3,10.2,24.9,,,,5.5,,,
2000-05-25,16.5,11.2,21.2,,,,5.5,,,
2000-05-26,16.3,10.3,22.0,,,,4.8,,,
2000-05-27,13.2,8.6,17.6,,,238.0,5.0,,,
2000-05-28,10.3,7.0,14.0,,,,3.2,,,
2000-05-29,13.0,9.8,18.6,,,,7.0,,,
2000-05-30,10.7,9.0,12.1,,,,3.2,,,
2000-05-31,12.7,8.6,20.1,,,310.0,6.0,,,
2000-06-01,16.3,6.7,26.5,,,302.0,5.0,,,
2000-06-02,19.8,9.8,29.3,,,316.0,4.8,,,
2000-06-03,17.8,12.6,28.7,,,,5.1,,,
2000-06-04,19.1,11.6,28.5,,,,5.7,,,
2000-06-05,18.1,12.1,25.0,,,284.0,5.7,,,
2000-06-06,12.4,10.4,13.9,,,,5.8,,,
2000-06-07,14.8,9.9,22.0,,,,5.3,,,
2000-06-08,18.6,9.0,27.6,,,,8.2,,,
2000-06-09,23.0,18.2,28.3,,,35.0,16.6,,,
2000-06-10,20.6,15.3,25.5,,,41.0,16.2,,,
2000-06-11,16.9,12.1,23.1,,,54.0,11.4,,,
2000-06-12,15.3,10.1,23.5,,,189.0,7.8,,,
2000-06-13,16.4,13.0,20.4,,,308.0,5.4,,,
2000-06-14,17.2,11.1,25.3,,,,5.6,,,
2000-06-15,18.8,12.2,26.7,,,263.0,6.8,,,
2000-06-16,19.1,10.7,26.9,,,,5.8,,,
2000-06-17,19.3,11.1,27.3,,,,5.9,,,
2000-06-18,20.5,12.2,29.8,,,,5.3,,,
2000-06-19,22.5,12.9,31.1,,,259.0,6.3,,,
2000-06-20,22.8,13.6,30.9,,,224.0,6.1,,,
2000-06-21,22.2,13.4,30.7,,,265.0,6.8,,,
2000-06-22,21.0,14.3,27.6,,,,5.1,,,
2000-06-23,18.8,14.2,24.6,,,202.0,8.9,,,
2000-06-24,15.8,10.5,22.4,,,,8.2,,,
2000-06-25,15.3,10.3,21.4,,,201.0,8.0,,,
2000-06-26,16.0,8.5,24.5,,,222.0,6.8,,,
2000-06-27,18.4,8.2,28.3,,,248.0,5.2,,,
2000-06-28,16.0,13.8,19.4,,,247.0,5.4,,,
2000-06-29,17.1,12.1,23.8,,,,4.8,,,
2000-06-30,18.8,10.1,27.7,,,204.0,6.0,,,
2000-07-01,20.1,12.6,27.7,,,,4.6,,,
2000-07-02,24.5,14.6,35.0,,,353.0,6.5,,,
2000-07-03,21.6,17.4,25.1,,,209.0,4.8,,,
2000-07-04,20.1,16.1,26.3,,,237.0,8.9,,,
2000-07-05,18.9,11.1,27.8,,,239.0,6.0,,,
2000-07-06,21.6,11.2,32.1,,,,5.1,,,
2000-07-07,22.7,18.7,29.9,,,222.0,9.5,,,
2000-07-08,14.7,11.2,19.2,,,229.0,7.0,,,
2000-07-09,13.0,9.1,18.9,,,,4.9,,,
2000-07-10,12.3,10.9,14.3,,,,2.6,,,
2000-07-11,10.2,7.2,12.7,,,215.0,6.8,,,
2000-07-12,10.5,7.0,15.9,,,,5.6,,,
2000-07-13,12.8,8.2,18.9,,,212.0,6.1,,,
2000-07-14,11.3,9.6,13.4,,,,2.9,,,
2000-07-15,10.3,8.5,13.3,,,,5.3,,,
2000-07-16,11.8,6.6,18.1,,,,4.7,,,
2000-07-17,14.1,5.0,23.0,,,229.0,6.0,,,
2000-07-18,16.4,7.7,25.8,,,,5.9,,,
2000-07-19,16.7,8.5,25.0,,,345.0,6.5,,,
2000-07-20,17.8,11.1,25.5,,,,5.7,,,
2000-07-21,18.9,10.3,27.5,,,,5.6,,,
2000-07-22,20.0,10.6,29.4,,,309.0,5.4,,,
2000-07-25,15.8,12.1,22.7,,,,3.5,,,
2000-07-26,17.3,12.0,25.1,,,248.0,6.3,,,
2000-07-27,18.5,11.5,25.7,,,289.0,4.9,,,
2000-07-28,15.1,11.1,19.9,,,254.0,5.3,,,
2000-07-29,13.5,9.5,20.0,,,,3.4,,,
2000-07-30,15.9,9.0,23.7,,,,4.7,,,
2000-07-31,17.8,9.3,27.1,,,292.0,4.6,,,
2000-08-02,17.2,13.6,23.4,,,341.0,5.3,,,
2000-08-03,14.1,13.1,14.8,,,,3.7,,,
2000-08-04,15.1,11.3,21.5,,,,5.3,,,
2000-08-05,14.1,10.1,20.1,,,,5.6,,,
2000-08-06,14.6,12.0,19.2,,,218.0,4.6,,,
2000-08-07,17.4,11.8,24.1,,,,4.2,,,
2000-08-08,18.0,10.8,25.9,,,272.0,5.0,,,
2000-08-09,19.0,13.5,26.5,,,359.0,5.3,,,
2000-08-11,20.8,12.3,29.3,,,,4.6,,,
2000-08-13,17.7,12.2,25.5,,,,5.4,,,
2000-08-14,20.2,12.2,28.8,,,,5.7,,,
2000-08-15,20.8,13.3,28.6,,,289.0,5.4,,,
2000-08-16,21.7,15.9,30.2,,,,5.4,,,
2000-08-17,19.3,13.6,26.2,,,,4.5,,,
2000-08-18,19.8,14.4,25.7,,,,3.0,,,
2000-08-19,23.4,16.3,31.8,,,321.0,6.8,,,
2000-08-20,24.4,16.2,34.2,,,25.0,6.0,,,
2000-08-21,18.9,13.0,26.9,,,340.0,5.5,,,
2000-08-22,16.0,8.7,25.5,,,,4.5,,,
2000-08-23,18.5,9.9,29.0,,,341.0,4.9,,,
2000-08-24,19.5,11.6,29.0,,,339.0,4.6,,,
2000-08-25,21.2,12.3,32.5,,,334.0,5.1,,,
2000-08-26,22.2,14.4,32.7,,,331.0,4.5,,,
2000-08-27,16.3,12.7,20.0,,,238.0,5.3,,,
2000-08-28,16.4,10.2,24.3,,,,4.0,,,
2000-08-29,17.5,9.9,26.9,,,,5.1,,,
2000-08-30,13.6,11.0,16.1,,,,4.2,,,
2000-08-31,12.6,11.1,13.9,,,,3.5,,,
2000-09-01,15.4,10.0,23.7,,,,4.8,,,
2000-09-02,14.9,10.9,20.2,,,,7.4,,,
2000-09-03,13.2,10.7,17.3,,,,4.6,,,
2000-09-04,13.0,8.8,18.4,,,,4.5,,,
2000-09-05,12.1,5.0,21.0,,,,4.5,,,
2000-09-06,13.8,6.6,22.3,,,271.0,5.2,,,
2000-09-07,14.2,10.7,21.2,,,,5.7,,,
2000-09-08,13.4,5.5,23.4,,,319.0,5.1,,,
2000-09-09,15.9,8.0,25.8,,,,5.1,,,
2000-09-10,17.6,10.1,27.2,,,310.0,4.6,,,
2000-09-11,18.8,11.8,28.4,,,,4.8,,,
2000-09-12,18.3,10.4,28.4,,,334.0,5.4,,,
2000-09-13,17.3,12.2,25.1,,,315.0,5.3,,,
2000-09-14,17.7,10.7,27.7,,,329.0,4.7,,,
2000-09-15,18.5,10.8,28.9,,,342.0,5.7,,,
2000-09-16,15.7,11.9,20.5,,,254.0,5.4,,,
2000-09-17,14.3,9.3,21.9,,,,4.5,,,
2000-09-18,13.7,6.1,23.3,,,291.0,4.9,,,
2000-09-19,16.1,7.5,26.0,,,,10.3,,,
2000-09-20,13.0,10.3,19.2,,,248.0,8.7,,,
2000-09-21,10.5,6.8,17.2,,,233.0,7.3,,,
2000-09-22,11.6,4.3,22.3,,,339.0,4.8,,,
2000-09-23,13.7,6.6,23.8,,,320.0,4.5,,,
2000-09-24,14.9,8.2,24.5,,,332.0,4.8,,,
