time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-11-14,5.9,2.6,12.2,,,278.0,3.9,11.1,1017.0,
2021-11-15,6.5,1.6,13.2,,,28.0,8.7,20.4,1018.1,
2021-11-16,6.2,4.0,12.6,,,211.0,4.9,11.1,1021.4,
2021-11-17,5.0,4.2,6.9,,,207.0,4.1,13.0,1023.0,
2021-11-18,4.9,3.8,6.4,,,225.0,3.5,14.8,1029.1,
2021-11-19,4.8,0.0,13.8,,,353.0,3.9,13.0,1032.7,
2021-11-20,5.4,0.9,15.9,,,1.0,4.0,13.0,1028.5,
2021-11-21,4.5,0.4,11.7,,,305.0,4.1,14.8,1017.1,
2021-11-22,4.6,1.7,11.1,,,227.0,4.9,18.5,1014.2,
2021-11-23,5.0,1.3,11.8,,,221.0,5.5,18.5,1021.4,
2021-11-24,5.0,-1.1,12.7,,,330.0,7.7,27.8,1020.4,
2021-11-25,6.4,2.6,10.2,,,171.0,11.7,37.0,1010.7,
2021-11-26,1.0,-1.0,2.6,,,210.0,5.6,16.7,1005.8,
2021-11-27,0.1,-1.4,4.0,,,219.0,3.7,14.8,998.0,
2021-11-28,-1.4,-2.3,-0.7,,,216.0,6.8,13.0,1001.9,
2021-11-29,-1.3,-2.9,1.3,,,224.0,8.0,25.9,1011.8,
2021-11-30,-2.4,-6.4,0.2,,,330.0,3.4,33.3,1026.4,
2021-12-01,0.6,-2.3,5.1,,,308.0,3.5,29.6,1015.7,
2021-12-02,0.2,-2.1,2.7,,,222.0,4.1,25.9,1008.0,
2021-12-03,-1.8,-4.9,2.2,,,338.0,2.9,29.6,1018.2,
2021-12-04,-0.3,-2.3,0.9,,,321.0,3.7,35.2,1013.1,
2021-12-05,-0.4,-1.8,1.4,,,249.0,3.3,20.4,1010.2,
2021-12-06,-1.1,-3.4,5.3,,,289.0,3.7,13.0,1017.0,
2021-12-07,-0.5,-3.3,4.0,,,357.0,4.0,27.8,1017.0,
2021-12-08,0.2,-0.6,1.6,,,246.0,6.2,53.7,1005.9,
2021-12-09,-0.7,-4.8,3.7,,,235.0,7.3,16.7,1011.7,
2021-12-10,-3.2,-6.2,-0.9,,,292.0,4.0,50.0,1007.3,
2021-12-11,-1.0,-2.9,1.2,,,238.0,3.6,16.7,1019.7,
2021-12-12,-3.6,-7.7,3.6,,,348.0,3.9,18.5,1030.6,
2021-12-13,-1.2,-4.6,4.4,,,13.0,3.9,22.2,1030.4,
2021-12-14,0.5,-1.7,5.6,,,13.0,4.4,20.4,1031.9,
2021-12-15,0.9,-1.4,8.9,,,7.0,3.4,13.0,1032.9,
2021-12-16,-1.0,-3.3,6.0,,,290.0,4.1,11.1,1034.8,
2021-12-17,-2.7,-6.7,4.3,,,357.0,3.5,14.8,1036.4,
2021-12-18,-2.3,-4.8,4.3,,,343.0,3.3,14.8,1035.1,
2021-12-19,-1.4,-4.2,7.4,,,0.0,3.4,13.0,1032.3,
2021-12-20,-2.8,-6.9,5.0,,,334.0,3.4,13.0,1025.3,
2021-12-21,-3.7,-9.1,6.4,,,349.0,3.7,14.8,1024.9,
2021-12-22,-2.7,-6.0,5.4,,,13.0,3.7,11.1,1026.6,
2021-12-23,-0.9,-4.6,6.8,,,357.0,4.1,24.1,1024.8,
2021-12-24,0.4,-3.1,3.7,,,0.0,4.1,27.8,1017.5,
2021-12-25,1.6,-0.1,4.0,,,346.0,4.5,18.5,1010.3,
2021-12-26,2.5,1.0,5.6,,,357.0,4.1,22.2,1010.6,
2021-12-27,1.5,-0.1,4.1,,,335.0,3.6,24.1,1010.2,
2021-12-28,1.2,0.3,2.5,,,337.0,4.2,35.2,1012.6,
2021-12-29,1.8,0.3,3.2,,,352.0,4.8,31.5,1018.6,
2021-12-30,4.5,2.2,10.3,,,350.0,4.2,27.8,1026.5,
2021-12-31,3.7,0.6,10.6,,,9.0,5.1,29.6,1030.9,
2022-01-01,5.0,1.8,11.0,,,8.0,5.1,27.8,1032.1,
2022-01-02,5.1,1.8,11.6,,,11.0,4.7,25.9,1029.8,
2022-01-03,5.1,2.3,10.1,,,342.0,4.3,22.2,1025.6,
2022-01-04,6.0,3.9,11.1,,,353.0,5.0,42.6,1011.9,
2022-01-05,1.9,-2.5,6.8,,,219.0,6.9,33.3,1011.0,
2022-01-06,-3.3,-6.3,2.9,,,353.0,3.5,14.8,1021.3,
2022-01-07,-4.4,-7.8,0.1,,,258.0,3.9,20.4,1025.6,
2022-01-08,-1.5,-3.8,1.4,,,351.0,2.8,37.0,1021.2,
2022-01-09,-0.4,-1.1,0.8,,,228.0,6.0,42.6,1012.2,
2022-01-10,-0.5,-5.9,6.3,,,317.0,3.2,11.1,1018.9,
2022-01-11,-6.1,-10.0,1.5,,,345.0,4.0,20.4,1029.8,
2022-01-12,-6.5,-10.6,1.8,,,353.0,3.4,20.4,1035.4,
2022-01-13,-3.7,-7.9,5.3,,,356.0,3.4,9.3,1039.2,
2022-01-14,-0.8,-4.3,6.7,,,359.0,3.8,13.0,1037.6,
2022-01-15,0.6,-3.0,8.9,,,359.0,3.8,11.1,1030.3,
2022-01-16,-0.1,-3.0,8.4,,,6.0,3.8,14.8,1031.3,
2022-01-17,-1.8,-5.4,6.3,,,354.0,4.0,18.5,1036.7,
2022-01-18,-1.8,-5.6,6.4,,,330.0,3.5,18.5,1034.3,
2022-01-19,-0.1,-3.3,8.0,,,345.0,3.7,13.0,1033.4,
2022-01-20,1.2,-1.5,8.5,,,242.0,3.5,20.4,1029.8,
2022-01-21,-0.2,-4.3,6.3,,,245.0,4.0,22.2,1030.5,
2022-01-22,-2.9,-7.2,5.8,,,321.0,3.6,18.5,1033.8,
2022-01-23,-1.5,-5.8,8.7,,,354.0,3.6,18.5,1033.3,
2022-01-24,0.2,-3.9,9.4,,,1.0,3.6,13.0,1033.8,
2022-01-25,0.9,-3.1,9.8,,,9.0,3.7,11.1,1035.9,
2022-01-26,1.3,-3.2,10.7,,,10.0,3.7,20.4,1034.7,
2022-01-27,0.8,-3.3,10.2,,,357.0,4.1,20.4,1033.6,
2022-01-28,-0.1,-3.8,8.6,,,336.0,3.7,24.1,1036.0,
2022-01-29,0.0,-4.2,9.5,,,351.0,4.1,20.4,1037.9,
2022-01-30,0.8,-3.1,10.4,,,341.0,3.7,20.4,1032.6,
2022-01-31,-0.8,-3.8,4.0,,,241.0,7.0,46.3,1024.2,
2022-02-01,0.2,-2.0,4.2,,,344.0,3.5,40.8,1027.7,
2022-02-02,1.4,-0.6,7.4,,,12.0,2.9,48.2,1026.7,
2022-02-03,2.9,-1.6,10.4,,,11.0,4.1,29.6,1023.9,
2022-02-04,3.1,-1.5,11.3,,,335.0,4.2,24.1,1021.5,
2022-02-05,4.3,-0.5,12.1,,,347.0,3.5,22.2,1025.5,
2022-02-06,0.7,-4.3,7.4,,,351.0,3.7,29.6,1028.2,
2022-02-07,2.0,-1.3,8.0,,,254.0,7.4,50.0,1025.6,
2022-02-08,0.6,-4.6,10.0,,,357.0,3.8,22.2,1035.5,
2022-02-09,2.7,-2.7,13.7,,,356.0,3.7,20.4,1033.9,
2022-02-10,3.4,-1.8,13.6,,,358.0,4.5,18.5,1030.0,
2022-02-11,2.9,0.4,5.6,,,0.0,3.0,18.5,1029.2,
2022-02-12,1.5,-4.7,8.7,,,7.0,6.3,29.6,1030.4,
2022-02-13,1.7,-4.2,9.6,,,12.0,5.3,31.5,1025.6,
2022-02-14,1.9,-1.3,6.7,,,15.0,6.1,51.8,1015.6,
2022-02-15,2.0,0.1,7.2,,,236.0,6.7,31.5,1019.7,
2022-02-16,0.7,-0.3,1.8,,,0.0,2.4,29.6,1022.3,
2022-02-17,4.5,1.4,8.9,,,282.0,4.1,37.0,1021.6,
2022-02-18,5.9,0.9,14.9,,,354.0,3.8,33.3,1018.4,
2022-02-19,5.1,1.9,8.6,,,236.0,4.6,55.5,1021.2,
2022-02-20,4.2,-0.1,12.6,,,24.0,3.3,25.9,1026.5,
2022-02-21,1.3,0.3,3.0,,,233.0,8.3,63.0,1020.4,
2022-02-22,3.0,0.5,8.9,,,299.0,7.0,38.9,1026.8,
2022-02-23,3.2,-2.1,13.0,,,351.0,4.6,24.1,1028.0,
2022-02-24,4.9,-1.2,12.5,,,264.0,6.5,29.6,1023.4,
2022-02-25,4.1,-0.6,9.0,,,258.0,6.4,24.1,1026.6,
2022-02-26,1.3,-4.8,11.7,,,317.0,5.0,24.1,1029.9,
2022-02-27,1.4,-5.0,11.1,,,9.0,4.7,22.2,1028.5,
2022-02-28,2.1,-4.7,12.7,,,348.0,4.4,24.1,1030.6,
2022-03-01,3.2,-3.6,13.3,,,334.0,5.7,22.2,1028.2,
2022-03-02,4.1,-2.6,14.0,,,347.0,4.8,22.2,1024.8,
2022-03-03,6.3,-0.5,14.8,,,351.0,4.6,24.1,1017.7,
2022-03-04,4.9,-0.7,11.8,,,349.0,4.7,33.3,1015.5,
2022-03-05,2.5,-3.4,10.6,,,343.0,4.7,33.3,1017.6,
2022-03-06,1.4,-4.7,9.8,,,312.0,4.6,22.2,1018.5,
2022-03-07,2.0,-4.8,12.6,,,334.0,4.1,25.9,1019.2,
2022-03-08,3.7,-3.7,14.7,,,350.0,5.0,25.9,1020.2,
2022-03-09,4.5,-2.7,15.4,,,337.0,4.9,24.1,1024.5,
2022-03-10,5.7,-2.9,17.9,,,11.0,4.9,27.8,1023.7,
2022-03-11,6.9,1.6,11.2,,,63.0,20.6,57.4,1020.3,
2022-03-12,6.8,5.7,9.1,,,65.0,26.6,53.7,1020.0,
2022-03-13,6.8,5.4,9.1,,,62.0,28.6,59.3,1018.5,
2022-03-14,7.0,-0.9,13.3,,,45.0,14.8,50.0,1026.4,
2022-03-15,10.2,6.7,16.4,,,37.0,8.4,46.3,1027.7,
2022-03-16,10.4,3.6,20.7,,,340.0,4.6,25.9,1022.5,
2022-03-17,10.2,5.2,18.7,,,304.0,4.6,25.9,1022.2,
2022-03-18,10.4,5.4,15.2,,,33.0,12.1,33.3,1026.8,
2022-03-19,10.7,6.6,16.5,,,47.0,17.3,37.0,1028.7,
2022-03-20,8.6,5.2,12.3,,,57.0,17.6,51.8,1029.6,
2022-03-21,8.2,2.1,13.4,,,47.0,16.3,40.8,1031.9,
2022-03-22,8.3,-0.6,14.5,,,27.0,13.0,40.8,1032.0,
2022-03-23,9.1,0.7,17.5,,,102.0,10.9,31.5,1030.2,
2022-03-24,9.0,0.3,19.9,,,9.0,4.9,29.6,1027.5,
2022-03-25,9.3,1.0,19.8,,,2.0,4.6,29.6,1025.1,
2022-03-26,10.1,1.2,18.2,,,21.0,9.0,40.8,1024.9,
2022-03-27,11.2,3.1,17.8,,,12.0,7.6,31.5,1027.3,
2022-03-28,10.6,1.6,20.9,,,346.0,4.6,25.9,1025.2,
2022-03-29,10.9,3.9,19.7,,,313.0,5.9,25.9,1013.6,
2022-03-30,8.9,6.4,11.5,,,218.0,4.9,20.4,1003.9,
2022-03-31,6.9,4.6,10.6,,,215.0,6.0,31.5,997.9,
2022-04-01,1.6,-2.3,4.3,,,215.0,8.4,33.3,1000.7,
2022-04-02,-0.5,-2.8,3.8,,,200.0,6.9,25.9,1007.1,
2022-04-03,1.5,-1.7,6.1,,,215.0,5.1,29.6,1016.2,
2022-04-04,4.4,0.2,12.1,,,198.0,5.4,20.4,1019.0,
2022-04-05,6.7,-2.3,18.1,,,360.0,5.1,22.2,1016.1,
2022-04-06,9.2,0.6,18.6,,,275.0,6.4,25.9,1010.0,
2022-04-07,5.5,2.7,8.5,,,295.0,5.7,29.6,1011.6,
2022-04-08,5.6,2.9,7.9,,,32.0,3.4,27.8,1011.4,
2022-04-09,3.9,1.7,6.5,,,240.0,7.6,35.2,1013.6,
2022-04-10,5.2,-1.5,13.0,,,15.0,5.7,20.4,1021.4,
2022-04-11,9.4,-0.4,18.8,,,27.0,7.8,35.2,1016.5,
2022-04-12,13.1,4.6,22.0,,,1.0,8.1,38.9,1013.7,
2022-04-13,15.1,8.9,22.3,,,341.0,8.4,29.6,1014.5,
2022-04-14,14.2,5.1,23.9,,,4.0,5.4,24.1,1018.3,
2022-04-15,14.9,6.7,23.0,,,15.0,5.8,29.6,1020.6,
2022-04-16,15.0,8.3,23.3,,,317.0,5.9,44.5,1019.0,
2022-04-17,12.4,4.5,20.9,,,239.0,6.1,38.9,1017.9,
2022-04-18,12.2,5.2,20.5,,,281.0,6.4,40.8,1015.3,
2022-04-19,12.1,4.4,19.2,,,11.0,6.2,27.8,1011.4,
2022-04-20,12.5,4.4,20.6,,,31.0,6.6,33.3,1007.8,
2022-04-21,12.5,7.6,17.2,,,63.0,12.0,37.0,1004.0,
2022-04-22,13.3,6.1,19.9,,,329.0,7.0,29.6,999.5,
2022-04-23,11.6,6.7,15.3,,,21.0,11.2,50.0,999.2,
2022-04-24,7.2,1.7,13.3,,,304.0,3.6,50.0,1002.9,
2022-04-25,9.3,5.8,14.0,,,340.0,3.5,18.5,1012.0,
2022-04-26,10.6,6.5,18.2,,,338.0,5.2,25.9,1015.1,
2022-04-27,11.6,2.5,21.8,,,22.0,4.9,29.6,1017.4,
2022-04-28,13.1,3.8,22.4,,,20.0,5.3,33.3,1021.4,
2022-04-29,13.8,5.4,22.7,,,100.0,6.0,35.2,1023.7,
2022-04-30,11.8,7.6,19.1,,,357.0,6.8,27.8,1021.6,
2022-05-01,11.4,5.0,18.8,,,230.0,4.4,29.6,1018.1,
2022-05-02,12.5,4.0,20.4,,,303.0,4.9,29.6,1014.0,
2022-05-03,12.2,9.1,16.8,,,268.0,4.9,22.2,1014.6,
2022-05-04,12.1,8.3,16.6,,,326.0,5.2,29.6,1017.1,
2022-05-05,8.7,7.3,10.5,,,209.0,3.3,29.6,1020.7,
2022-05-06,12.0,7.7,18.0,,,192.0,4.4,20.4,1019.2,
2022-05-07,13.1,10.0,19.5,,,216.0,4.1,25.9,1018.6,
2022-05-08,13.5,9.0,21.4,,,225.0,5.8,24.1,1018.6,
2022-05-09,13.8,6.6,22.4,,,313.0,5.3,29.6,1021.9,
2022-05-10,16.2,8.0,23.7,,,321.0,5.0,24.1,1022.2,
2022-05-11,18.2,8.9,27.6,,,281.0,4.8,24.1,1019.8,
2022-05-12,19.1,10.6,28.1,,,260.0,4.7,22.2,1021.2,
2022-05-13,18.2,11.3,24.9,,,227.0,5.1,31.5,1021.1,
2022-05-14,18.5,10.3,27.0,,,246.0,4.9,29.6,1019.4,
2022-05-15,17.5,10.9,28.6,,,309.0,6.5,31.5,1017.9,
2022-05-16,16.8,9.7,26.1,,,286.0,4.7,22.2,1020.2,
2022-05-17,19.3,10.7,28.3,,,322.0,4.5,27.8,1020.0,
2022-05-18,21.0,11.9,30.4,,,313.0,5.4,27.8,1020.0,
2022-05-19,21.8,14.0,29.8,,,221.0,5.7,27.8,1023.5,
2022-05-20,21.7,13.0,31.1,,,286.0,5.2,29.6,1024.3,
2022-05-21,21.5,13.2,30.1,,,293.0,4.9,31.5,1021.8,
2022-05-22,21.9,14.1,30.3,,,281.0,4.1,22.2,1014.8,
2022-05-23,21.1,14.9,26.8,,,237.0,5.2,31.5,1007.6,
2022-05-24,15.6,11.6,19.7,,,215.0,6.7,24.1,1009.4,
2022-05-25,14.3,10.6,18.8,,,236.0,4.5,22.2,1013.9,
2022-05-26,17.1,10.8,24.1,,,227.0,5.4,24.1,1021.1,
2022-05-27,18.6,10.7,27.1,0.2,,258.0,6.1,24.1,1022.3,
2022-05-28,18.3,13.8,24.6,0.0,,222.0,6.1,25.9,1016.2,
2022-05-29,14.5,8.2,21.6,0.0,,237.0,6.8,27.8,1009.2,
2022-05-30,13.5,7.5,21.2,0.1,,256.0,5.0,24.1,1009.4,
2022-05-31,12.6,9.5,16.6,3.4,,338.0,3.5,27.8,1015.7,
2022-06-01,15.4,11.0,21.6,5.9,,331.0,3.9,25.9,1018.7,
2022-06-02,16.3,12.9,23.1,4.6,,325.0,5.7,,1019.2,
2022-06-03,17.2,12.5,24.8,5.5,,330.0,5.4,,1019.5,
2022-06-04,21.1,13.0,30.8,0.7,,287.0,4.1,,1019.8,
2022-06-05,20.0,15.2,24.3,4.4,,236.0,5.3,,1019.5,
2022-06-06,19.1,11.1,27.9,0.2,,245.0,5.0,,1020.3,
2022-06-07,17.7,13.7,23.6,6.3,,259.0,6.2,,1018.9,
2022-06-08,13.8,8.8,18.2,1.1,,289.0,3.8,,1014.7,
2022-06-09,12.8,10.5,15.9,5.5,,254.0,4.9,,1018.2,
2022-06-10,14.9,5.7,24.1,0.2,,253.0,4.8,,1022.7,
2022-06-11,19.5,10.4,28.6,0.0,,267.0,5.1,,1024.2,
2022-06-12,21.6,12.6,32.1,0.0,,278.0,5.0,,1024.5,
2022-06-13,20.6,13.5,29.5,0.7,,326.0,5.1,,1021.5,
2022-06-14,21.7,12.4,31.5,0.0,,317.0,4.7,24.1,1017.0,
2022-06-15,21.8,15.4,30.4,1.6,,329.0,3.7,25.9,1018.3,
2022-06-16,23.7,15.5,32.5,0.0,,270.0,5.3,27.8,1019.2,
2022-06-17,24.1,15.2,33.3,0.0,,267.0,3.5,25.9,1020.1,
2022-06-18,25.3,16.1,35.3,0.0,,258.0,4.4,25.9,1018.7,
2022-06-19,26.5,18.7,35.5,0.0,,18.0,9.0,33.3,1012.6,
2022-06-20,25.8,17.6,33.8,0.2,,255.0,6.8,29.6,1011.4,
2022-06-21,23.3,16.5,33.4,1.9,,305.0,5.1,27.8,1011.9,
2022-06-22,20.8,15.9,25.9,3.2,,217.0,5.0,24.1,1011.1,
2022-06-23,20.5,14.3,27.3,1.0,,241.0,4.8,27.8,1011.5,
2022-06-24,16.8,14.0,18.9,8.9,,248.0,4.1,22.2,1012.9,
2022-06-25,18.3,10.0,26.6,0.0,,266.0,4.3,25.9,1013.0,
2022-06-26,20.2,13.8,26.6,0.2,,34.0,5.4,25.9,1012.2,
2022-06-27,20.0,15.8,25.1,4.7,,237.0,5.0,27.8,1014.5,
2022-06-28,17.6,14.4,21.2,11.5,,226.0,4.6,24.1,1016.7,
2022-06-29,20.5,13.5,28.7,0.0,,248.0,4.6,25.9,1013.2,
2022-06-30,20.8,13.9,28.8,16.6,,314.0,4.8,24.1,1011.8,
2022-07-01,17.1,12.0,22.9,5.2,,222.0,6.9,24.1,1016.7,
2022-07-02,19.7,10.3,30.3,0.0,,331.0,4.6,24.1,1018.6,
2022-07-03,23.3,14.8,33.6,0.0,,310.0,4.7,22.2,1018.5,
2022-07-04,23.4,16.6,31.3,0.4,,237.0,6.5,24.1,1018.7,
2022-07-05,22.0,15.7,29.6,0.8,,269.0,5.3,24.1,1018.7,
2022-07-06,21.3,13.4,29.3,0.1,,248.0,6.3,31.5,1019.8,
2022-07-07,20.2,12.5,27.9,0.0,,292.0,6.1,29.6,1020.3,
2022-07-08,20.7,13.1,28.5,0.0,,229.0,5.9,31.5,1022.4,
2022-07-09,20.9,12.6,29.0,0.0,,263.0,4.9,29.6,1022.1,
2022-07-10,21.6,12.6,30.1,0.0,,268.0,5.8,29.6,1018.8,
2022-07-11,22.9,13.7,32.1,0.0,,251.0,6.4,35.2,1016.8,
2022-07-12,22.6,13.9,31.1,0.0,,325.0,5.9,29.6,1019.7,
2022-07-13,23.8,13.9,33.1,0.0,,266.0,5.6,27.8,1021.0,
2022-07-14,25.6,18.1,33.9,0.0,,285.0,5.6,25.9,1019.7,
2022-07-15,24.9,16.2,33.7,0.0,,230.0,5.7,31.5,1016.4,
2022-07-16,24.5,15.2,33.4,0.0,,281.0,5.7,33.3,1017.0,
2022-07-17,24.8,14.8,34.9,0.0,,320.0,5.1,31.5,1019.2,
2022-07-18,26.2,16.1,36.2,0.0,,323.0,6.0,31.5,1019.8,
2022-07-19,27.4,17.7,36.8,0.0,,290.0,4.7,29.6,1017.5,
2022-07-20,25.9,20.1,34.3,0.9,,310.0,6.2,31.5,1018.4,
2022-07-21,25.6,19.2,33.8,0.0,,238.0,6.0,25.9,1018.8,
2022-07-22,26.1,16.3,36.1,0.0,,277.0,5.0,29.6,1016.0,
2022-07-23,24.4,16.8,32.6,1.3,,274.0,7.1,27.8,1017.5,
2022-07-24,25.7,15.9,35.6,0.0,,255.0,5.8,29.6,1016.7,
2022-07-25,25.2,17.7,35.7,0.0,,335.0,6.0,29.6,1014.9,
2022-07-26,23.3,17.0,31.4,0.6,,197.0,6.3,27.8,1014.2,
2022-07-27,22.9,15.8,30.4,0.0,,231.0,6.5,33.3,1012.5,
2022-07-28,22.8,14.2,31.6,0.4,,242.0,6.2,29.6,1012.3,
2022-07-29,18.0,15.9,21.8,5.3,,331.0,3.8,20.4,1016.3,
2022-07-30,20.2,13.9,28.0,0.0,,246.0,5.7,27.8,1017.8,
2022-07-31,21.7,12.4,31.4,0.0,,330.0,5.8,25.9,1018.2,
2022-08-01,23.5,14.1,33.0,0.0,,317.0,6.0,24.1,1016.6,
2022-08-02,24.0,14.9,33.7,0.0,,319.0,5.5,29.6,1015.9,
2022-08-03,25.2,15.7,34.7,0.0,,246.0,5.4,24.1,1015.1,
2022-08-04,25.9,17.7,35.0,0.5,,320.0,5.1,25.9,1015.2,
2022-08-05,24.0,16.7,33.0,10.4,,349.0,5.2,24.1,1015.9,
2022-08-06,21.4,13.7,31.1,0.4,,263.0,5.5,33.3,1017.0,
2022-08-07,21.9,14.3,30.6,0.2,,167.0,5.7,33.3,1016.0,
2022-08-08,22.4,13.8,30.8,0.1,,175.0,5.9,29.6,1016.5,
2022-08-09,23.2,15.2,32.7,0.0,,325.0,5.1,35.2,1017.8,
2022-08-10,23.2,15.7,32.6,0.0,,303.0,5.4,35.2,1017.9,
2022-08-11,23.3,14.6,32.3,0.2,,356.0,5.4,25.9,1016.5,
2022-08-12,23.4,15.2,32.3,0.0,,332.0,5.4,35.2,1013.5,
2022-08-13,22.8,14.7,31.6,0.0,,290.0,5.7,31.5,1011.6,
2022-08-14,17.0,14.5,20.4,2.3,,306.0,4.1,24.1,1011.0,
2022-08-15,18.6,11.6,26.8,0.0,,264.0,5.4,22.2,1009.3,
2022-08-16,21.3,12.2,31.4,0.0,,325.0,5.0,25.9,1009.4,
2022-08-17,21.3,16.2,27.9,1.4,,247.0,5.6,27.8,1010.2,
2022-08-18,16.7,13.2,20.4,23.4,,232.0,5.4,24.1,1012.1,
2022-08-19,15.4,13.0,18.7,9.2,,257.0,2.7,20.4,1015.0,
2022-08-20,18.0,12.9,25.5,0.5,,257.0,4.1,20.4,1017.8,
2022-08-21,20.0,14.0,28.4,0.0,,274.0,5.4,24.1,1015.3,
2022-08-22,19.9,12.6,28.0,0.0,,251.0,5.5,25.9,1012.9,
2022-08-23,20.3,11.9,29.2,0.0,,306.0,5.2,27.8,1014.0,
2022-08-24,21.3,13.3,30.9,0.0,,330.0,5.0,27.8,1015.3,
2022-08-25,22.4,14.2,30.6,0.0,,273.0,5.3,25.9,1015.2,
2022-08-26,19.1,15.9,23.9,7.4,,271.0,4.3,22.2,1015.0,
2022-08-27,20.4,14.1,28.9,0.0,,222.0,5.6,24.1,1012.9,
2022-08-28,20.8,13.3,29.2,0.0,,241.0,5.2,33.3,1013.7,
2022-08-29,21.4,13.5,31.5,0.0,,314.0,5.5,25.9,1016.6,
2022-08-30,19.0,14.3,28.0,1.2,,301.0,4.8,22.2,1018.4,
2022-08-31,19.4,12.9,27.3,0.5,,211.0,5.8,25.9,1016.5,
2022-09-01,19.8,12.6,28.9,0.0,,258.0,5.7,29.6,1014.6,
2022-09-02,17.0,11.9,27.7,1.1,,321.0,5.0,24.1,1014.4,
2022-09-03,17.7,12.3,25.9,8.1,,269.0,4.8,24.1,1014.2,
2022-09-04,19.1,13.5,26.7,3.0,,269.0,4.4,24.1,1017.6,
2022-09-05,20.8,13.0,31.1,0.0,,289.0,4.8,25.9,1020.0,
2022-09-06,21.3,13.2,31.2,0.2,,230.0,5.1,27.8,1018.6,
2022-09-07,21.2,15.9,30.6,0.3,,337.0,4.9,20.4,1015.9,
2022-09-08,18.2,13.9,25.7,7.3,,250.0,5.5,22.2,1014.2,
2022-09-09,16.7,10.8,24.3,0.0,,268.0,6.7,24.1,1016.1,
2022-09-10,16.1,10.6,24.5,0.2,,243.0,5.9,22.2,1018.4,
2022-09-11,15.7,7.7,26.4,0.0,,302.0,4.6,24.1,1018.1,
2022-09-12,18.1,8.6,30.3,0.0,,346.0,5.1,22.2,1016.1,
2022-09-13,19.0,12.0,27.2,0.0,,322.0,4.2,22.2,1013.1,
2022-09-14,19.2,15.9,25.0,4.4,,306.0,4.6,20.4,1010.8,
2022-09-15,15.4,13.8,18.3,8.1,,10.0,3.2,14.8,1011.2,
2022-09-16,15.4,12.4,20.6,1.6,,222.0,4.1,40.8,1011.0,
2022-09-17,11.6,7.1,18.0,2.4,,232.0,6.9,27.8,1015.2,
2022-09-18,10.3,2.8,20.2,0.0,,301.0,4.4,22.2,1019.8,
2022-09-19,11.5,3.9,21.8,0.0,,303.0,4.7,33.3,1018.6,
2022-09-20,11.5,3.8,21.1,0.0,,305.0,5.3,33.3,1020.3,
2022-09-21,12.1,4.7,21.1,0.0,,284.0,5.0,27.8,1020.5,
2022-09-22,12.6,4.7,23.4,0.0,,318.0,4.9,27.8,1021.1,
2022-09-23,13.1,5.0,23.4,0.0,,273.0,3.8,20.4,1020.2,
2022-09-24,11.8,9.2,14.8,8.0,,0.0,3.8,14.8,1014.5,
2022-09-25,10.5,8.8,14.2,9.3,,296.0,3.2,20.4,1013.3,
2022-09-26,11.6,8.3,17.6,0.3,,231.0,4.2,16.7,1012.1,
2022-09-27,9.8,7.1,14.6,8.1,,228.0,6.9,27.8,1008.6,
2022-09-28,8.0,6.2,10.9,38.8,,5.0,3.5,25.9,1006.1,
2022-09-29,9.2,7.7,12.4,4.9,,227.0,4.1,16.7,1003.4,
2022-09-30,8.6,6.4,13.8,0.5,,208.0,3.9,18.5,1009.9,
2022-10-01,8.8,8.0,9.9,15.7,,60.0,3.2,29.6,1021.4,
2022-10-02,13.9,8.9,23.1,3.4,,338.0,4.6,16.7,1025.3,
2022-10-03,13.2,7.9,22.3,0.1,,336.0,3.9,25.9,1023.8,
2022-10-04,12.6,5.6,23.0,0.0,,11.0,4.6,13.0,1023.9,
2022-10-05,12.9,5.7,24.3,0.0,,358.0,4.2,22.2,1026.3,
2022-10-06,13.4,7.2,22.9,0.0,,308.0,4.5,20.4,1029.7,
2022-10-07,13.3,7.4,22.0,0.0,,304.0,4.0,14.8,1025.9,
2022-10-08,12.8,10.3,18.4,5.1,,332.0,2.8,18.5,1022.2,
2022-10-09,13.3,11.5,16.8,3.6,,266.0,3.2,14.8,1019.7,
2022-10-10,13.9,10.3,22.3,0.0,,293.0,3.8,14.8,1019.5,
2022-10-11,13.4,7.6,21.5,0.1,,322.0,3.3,18.5,1022.4,
2022-10-12,13.4,9.9,18.0,0.0,,293.0,3.8,20.4,1022.7,
2022-10-13,11.4,6.5,18.1,0.4,,331.0,3.3,13.0,1023.4,
2022-10-14,12.4,10.1,16.2,3.0,,351.0,2.7,16.7,1020.6,
2022-10-15,12.6,8.1,22.4,1.1,,357.0,3.7,18.5,1017.8,
2022-10-16,13.2,6.3,24.2,0.2,,351.0,4.6,22.2,1020.5,
2022-10-17,14.8,8.8,24.6,0.0,,327.0,4.8,27.8,1026.4,
2022-10-18,15.2,10.0,25.3,0.0,,349.0,4.2,16.7,1028.8,
2022-10-19,13.9,7.7,25.3,0.2,,351.0,4.1,16.7,1024.4,
2022-10-20,13.2,9.9,18.4,0.0,,302.0,4.5,37.0,1019.1,
2022-10-21,12.7,11.6,13.8,8.4,,338.0,4.4,40.8,1015.9,
2022-10-22,12.6,9.4,18.6,21.2,,10.0,4.9,18.5,1017.6,
