date,tmedia,tmax,tmin,tclasse,ptot,pclasse,vmedia,vraffica,settore_prevalente,tempo_permanenza,durata_calma,vclasse,umedia,umin,umax,uclasse,rtot,rclasse,hdd_base18,hdd_base20,cdd_base18
1990-12-06,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1990-12-07,-3.8,3.2,-7.8,M000,0.0,MZ,0.8,6.1,NNW,540.0,430.0,M00000,46.0,18.0,67.0,M000,7.2,M0,20.3,22.3,0.0
1990-12-08,-4.9,-0.8,-9.0,M000,0.0,MZ,1.2,6.1,SE,370.0,550.0,M00000,68.0,48.0,86.0,M000,6.9,M0,22.9,24.9,0.0
1990-12-09,-4.7,-2.7,-6.4,M000,0.0,MZ,0.6,6.1,NNW,140.0,810.0,M00000,90.0,84.0,94.0,M000,0.1,M0,22.6,24.6,0.0
1990-12-10,-2.5,0.0,-5.4,M000,1.2,MZ,2.1,10.8,NNW,370.0,220.0,M00000,64.0,39.0,95.0,M000,0.7,M0,20.7,22.7,0.0
1990-12-11,-4.5,-0.9,-7.4,M000,0.0,MZ,0.8,4.4,NNW,380.0,520.0,M00000,85.0,70.0,93.0,M000,0.2,M0,22.2,24.2,0.0
1990-12-12,-1.0,4.8,-5.3,M000,2.4,MZ,2.5,12.9,NW,580.0,60.0,M00000,59.0,42.0,83.0,M000,0.4,M0,18.3,20.3,0.0
1990-12-13,-2.7,-0.6,-7.0,M000,0.0,MZ,4.6,13.8,NW,1020.0,50.0,M00000,45.0,35.0,62.0,M000,4.2,M0,21.8,23.8,0.0
1990-12-14,-3.8,5.7,-8.9,M000,3.8,MY,1.2,3.7,NNW,940.0,60.0,M00000,53.0,29.0,67.0,M000,4.5,M0,19.6,21.6,0.0
1990-12-15,-4.5,0.4,-7.9,M000,0.8,MZ,1.3,5.8,SE,390.0,220.0,M00000,62.0,31.0,93.0,M000,4.4,M0,21.8,23.8,0.0
1990-12-16,-6.5,1.7,-10.7,M000,2.4,MY,1.0,4.5,NNW,780.0,220.0,M00000,62.0,32.0,84.0,M000,4.2,M0,22.5,24.5,0.0
1990-12-17,-7.0,-0.9,-10.6,M000,1.0,MZ,0.8,4.8,NNW,530.0,460.0,M00000,63.0,41.0,73.0,M000,4.5,M0,23.8,25.8,0.0
1990-12-18,-6.0,-2.2,-8.6,M000,0.6,MY,0.9,4.0,NNW,340.0,390.0,M00000,64.0,43.0,81.0,M000,5.8,M0,23.4,25.4,0.0
1990-12-19,-4.6,1.0,-8.0,M000,1.8,MY,1.1,7.6,NW,350.0,370.0,M00000,70.0,44.0,89.0,M000,,M0,21.5,23.5,0.0
1990-12-20,-5.5,3.4,-9.7,M000,3.8,MY,0.7,3.3,NNW,660.0,340.0,M00000,52.0,23.0,67.0,M000,6.2,M0,21.2,23.2,0.0
1990-12-21,-1.0,4.7,-8.1,M000,1.6,MY,2.0,13.0,NNW,610.0,40.0,M00000,49.0,31.0,67.0,M000,6.4,M0,19.7,21.7,0.0
1990-12-22,-0.2,7.8,-4.3,M000,0.0,MZ,0.9,3.6,NNW,820.0,160.0,M*****,59.0,31.0,73.0,M000,6.3,M*,16.3,18.3,0.0
1990-12-23,0.4,6.5,-3.0,M000,0.0,MZ,0.8,4.8,NNW,690.0,280.0,M00000,61.0,38.0,73.0,M000,6.0,M*,16.3,18.3,0.0
1990-12-24,-0.9,0.4,-3.1,M000,0.0,MZ,1.0,5.5,SSE,480.0,550.0,M00000,76.0,66.0,91.0,M000,2.3,M0,19.4,21.4,0.0
1990-12-25,-2.7,-0.8,-3.7,M000,0.0,MZ,1.1,5.9,SSE,540.0,420.0,M00000,89.0,76.0,95.0,M000,3.7,M0,20.3,22.3,0.0
1990-12-26,-1.8,4.5,-4.2,M000,0.8,MZ,1.1,5.8,SSE,520.0,190.0,M00000,87.0,39.0,95.0,M000,4.0,M*,17.9,19.9,0.0
1990-12-27,1.9,5.8,-3.2,M000,3.8,MZ,3.0,14.1,NW,520.0,30.0,M00000,60.0,32.0,97.0,M000,3.9,M0,16.7,18.7,0.0
1990-12-28,0.2,3.5,-3.5,M000,0.0,MZ,1.4,8.1,NW,340.0,160.0,M00000,46.0,24.0,68.0,M000,5.7,M0,18.0,20.0,0.0
1990-12-29,-0.9,,-3.9,M000,0.0,MZ,1.4,7.3,SSE,440.0,170.0,M00000,68.0,51.0,89.0,M000,6.8,M0,,,
1990-12-30,0.5,4.1,-2.6,M000,0.0,MZ,1.2,5.5,SSE,410.0,140.0,M00000,75.0,54.0,89.0,M000,5.5,M*,17.3,19.3,0.0
1990-12-31,1.4,5.8,-2.3,M000,1.2,MZ,1.2,6.3,NNW,450.0,190.0,M00000,86.0,66.0,97.0,M000,3.8,M0,16.3,18.3,0.0
1991-01-01,2.2,5.9,-2.5,M000,0.0,MZ,2.9,13.4,NW,600.0,10.0,M00000,44.0,20.0,80.0,M000,6.6,M0,16.3,18.3,0.0
1991-01-02,5.2,9.5,-2.2,M000,0.0,MZ,2.3,11.3,NNW,480.0,0.0,M00000,45.0,18.0,66.0,M000,4.7,M*,14.4,16.4,0.0
1991-01-03,4.9,12.4,-2.0,M000,0.0,MZ,2.0,10.5,N,1070.0,370.0,M00000,66.0,36.0,93.0,M000,6.0,M0,12.8,14.8,0.0
1991-01-04,1.3,4.4,-1.4,M000,0.0,MZ,1.8,10.4,N,1360.0,80.0,M00000,75.0,42.0,94.0,M000,5.0,M0,16.5,18.5,0.0
1991-01-05,1.7,5.2,-0.4,M000,0.0,MZ,3.6,12.2,N,1430.0,0.0,M*****,35.0,24.0,58.0,M000,7.1,M0,15.6,17.6,0.0
1991-01-06,3.4,7.2,,M000,1.0,MZ,2.6,10.8,N,1440.0,0.0,M00000,60.0,33.0,95.0,M000,4.9,M*,,,
1991-01-07,2.9,,,M*00,11.8,MZ,,,,,,M00000,88.0,,,M*00,2.5,M0,,,
1991-01-08,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-01-09,0.4,,,M*00,0.0,MZ,,,,,,M00000,70.0,,,M*00,3.9,M0,,,
1991-01-10,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-01-11,1.2,5.2,,M**0,0.2,MY,,,,,,M00000,83.0,67.0,94.0,M***,,M0,,,
1991-01-12,0.6,,,M000,,M0,1.1,,N,1060.0,260.0,M*0***,87.0,,,M000,4.8,M0,,,
1991-01-13,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-14,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-15,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-16,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-17,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-18,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-19,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-20,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-21,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-22,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-23,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-24,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-01-25,-1.8,6.2,-6.4,M***,,M0,,,,,,M00000,40.0,16.0,58.0,M***,,M0,18.1,20.1,0.0
1991-01-26,-0.7,9.6,,M**0,,M0,,,,,,M00000,46.0,12.0,67.0,M***,,M0,,,
1991-01-27,-0.7,6.1,,M**0,,M0,,,,,,M00000,50.0,24.0,67.0,M***,,M0,,,
1991-01-28,-1.6,7.2,-7.0,M***,,M0,,,,,,M00000,57.0,26.0,95.0,M***,,M0,17.9,19.9,0.0
1991-01-29,0.3,9.6,,M**0,,M0,,,,,,M00000,42.0,8.0,94.0,M***,,M0,,,
1991-01-30,-1.7,6.7,-6.8,M000,,M0,1.6,6.1,N,1290.0,90.0,M*****,51.0,18.0,95.0,M000,9.7,M*,18.1,20.1,0.0
1991-01-31,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-01,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-02-02,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-02-03,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-02-04,-3.0,,-9.6,M000,0.0,MZ,2.7,9.8,N,1410.0,30.0,M00000,40.0,17.0,78.0,M000,8.1,M0,,,
1991-02-05,-6.5,,-9.1,M*0*,0.0,MZ,,,,,,M00000,64.0,27.0,92.0,M***,,M0,,,
1991-02-06,-11.7,-8.4,-15.7,M000,,M0,1.6,6.5,N,1230.0,210.0,M00000,73.0,48.0,89.0,M000,7.3,M*,30.1,32.1,0.0
1991-02-07,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-08,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-09,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-10,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-11,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-02-12,-6.7,25.5,-8.4,M000,0.2,MZ,3.8,11.6,N,1430.0,0.0,M*****,38.0,31.0,47.0,M000,5.6,M0,9.5,11.5,0.0
1991-02-13,-6.5,,-11.5,M000,0.2,MZ,2.6,10.7,N,1440.0,0.0,M00000,38.0,23.0,58.0,M000,10.6,M0,,,
1991-02-14,-7.6,,-14.3,M000,0.6,MY,2.6,10.7,N,1440.0,0.0,M00000,39.0,17.0,62.0,M000,12.0,M0,,,
1991-02-15,-3.9,2.2,-11.4,M000,3.8,MZ,2.9,9.9,N,1420.0,20.0,M00000,37.0,5.0,72.0,M000,12.4,M0,22.6,24.6,0.0
1991-02-16,3.0,6.5,,M000,9.6,MZ,3.1,9.8,N,1440.0,0.0,M00000,72.0,53.0,93.0,M000,5.7,M*,,,
1991-02-17,-2.4,4.7,-6.3,M000,0.0,MZ,1.4,6.3,N,1190.0,250.0,M00000,80.0,50.0,95.0,M000,5.4,M0,18.8,20.8,0.0
1991-02-18,,,,M000,0.6,MZ,,,,,,M00000,68.0,,,M*00,,M0,,,
1991-02-19,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-02-20,-0.3,6.7,-4.9,M000,0.0,MZ,1.6,6.1,N,1330.0,110.0,M00000,71.0,43.0,84.0,M000,11.8,M*,17.1,19.1,0.0
1991-02-21,0.6,8.9,-4.4,M000,0.0,MZ,1.5,5.5,N,1420.0,20.0,M00000,65.0,32.0,83.0,M000,12.4,M0,15.8,17.8,0.0
1991-02-22,2.9,8.0,-2.0,M000,0.0,MZ,2.4,9.1,N,1440.0,0.0,M00000,49.0,32.0,65.0,M000,12.6,M0,15.0,17.0,0.0
1991-02-23,3.0,9.6,-2.3,M000,0.0,MZ,1.9,7.0,N,1440.0,0.0,M00000,46.0,21.0,73.0,M000,10.2,M*,14.4,16.4,0.0
1991-02-24,6.9,15.4,1.7,M000,0.0,MZ,1.8,6.1,N,1420.0,20.0,M00000,55.0,29.0,74.0,M000,13.2,M0,9.5,11.5,0.0
1991-02-25,7.4,16.4,,M000,0.0,MZ,1.6,5.8,N,1440.0,0.0,M00000,52.0,23.0,70.0,M000,13.5,M0,,,
1991-02-26,7.5,15.9,,M000,0.0,MZ,1.7,6.4,N,1440.0,0.0,M00000,50.0,23.0,69.0,M000,13.3,M0,,,
1991-02-27,5.5,12.2,1.6,M000,0.0,MZ,1.5,7.1,N,1240.0,200.0,M00000,63.0,31.0,90.0,M000,13.2,M0,11.1,13.1,0.0
1991-02-28,1.2,3.7,-0.4,M000,1.8,MZ,1.5,6.3,N,1370.0,70.0,M00000,91.0,74.0,99.0,M000,3.6,M0,16.4,18.4,0.0
1991-03-01,0.3,1.2,0.0,M000,2.6,MZ,1.2,4.2,N,970.0,430.0,M*****,98.0,93.0,100.0,M000,1.9,M0,17.4,19.4,0.0
1991-03-02,2.6,6.2,0.1,M000,,M0,1.1,4.9,N,890.0,510.0,M*****,91.0,69.0,99.0,M000,7.2,M*,14.9,16.9,0.0
1991-03-03,4.9,8.4,,M**0,,M0,,,,,,M00000,81.0,63.0,,M*0*,,M0,,,
1991-03-04,4.3,,,M000,,M0,,,,,,M00000,89.0,,,M000,6.5,M*,,,
1991-03-05,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-06,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-07,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-08,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-09,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-10,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-03-11,6.9,12.8,2.4,M***,,M0,,,,,,M00000,58.0,25.0,96.0,M***,,M0,10.4,12.4,0.0
1991-03-12,3.9,9.0,0.5,M000,,M0,1.5,8.2,N,1180.0,220.0,M*****,84.0,54.0,,M000,8.8,M*,13.3,15.3,0.0
1991-03-13,4.6,10.9,-0.7,M000,0.0,MZ,1.5,6.6,N,1410.0,30.0,M00000,66.0,38.0,89.0,M000,17.2,M0,12.9,14.9,0.0
1991-03-14,5.9,11.2,0.6,M000,0.0,MZ,1.9,7.2,N,1400.0,40.0,M00000,60.0,33.0,78.0,M000,17.1,M0,12.1,14.1,0.0
1991-03-15,4.6,9.5,0.1,M000,0.0,MZ,2.0,6.6,N,1390.0,50.0,M00000,64.0,44.0,86.0,M000,12.4,M*,13.2,15.2,0.0
1991-03-16,4.5,12.1,-1.2,M000,0.0,MZ,1.7,6.8,N,1410.0,30.0,M00000,58.0,27.0,85.0,M000,17.3,M0,12.6,14.6,0.0
1991-03-17,2.8,5.7,0.0,M000,0.6,MZ,1.1,5.2,N,1370.0,70.0,M00000,77.0,62.0,91.0,M000,4.3,M0,15.2,17.2,0.0
1991-03-18,6.0,10.5,,M000,0.0,MZ,3.0,13.1,N,1430.0,10.0,M00000,55.0,34.0,93.0,M000,15.0,M*,,,
1991-03-19,7.2,13.8,0.0,M000,0.0,MZ,2.4,11.3,N,1440.0,0.0,M00000,51.0,13.0,73.0,M000,11.6,M*,11.1,13.1,0.0
1991-03-20,12.1,16.5,6.5,M000,0.0,MZ,3.8,14.0,N,1440.0,0.0,M00000,46.0,28.0,66.0,M000,18.1,M0,6.5,8.5,0.0
1991-03-21,5.6,,3.8,M000,0.4,MZ,2.0,7.5,,,20.0,M**00*,78.0,65.0,99.0,M000,6.2,M*,,,
1991-03-22,3.2,5.8,1.1,M000,21.6,MZ,1.2,4.8,NNW,200.0,40.0,M00000,93.0,73.0,100.0,M000,3.6,M0,14.6,16.6,0.0
1991-03-23,2.3,3.7,0.5,M000,10.2,MZ,0.9,5.6,NW,230.0,170.0,M00000,87.0,64.0,99.0,M000,3.2,M0,15.9,17.9,0.0
1991-03-24,4.6,6.2,2.4,M000,8.4,MZ,1.5,9.9,SE,490.0,100.0,M00000,94.0,88.0,99.0,M000,1.7,M0,13.7,15.7,0.0
1991-03-25,4.3,8.2,0.6,M000,23.6,MZ,2.3,12.8,SE,620.0,210.0,M00000,91.0,67.0,100.0,M000,2.9,M0,13.6,15.6,0.0
1991-03-26,4.1,8.7,0.5,M000,1.8,MZ,1.5,8.9,SSE,510.0,280.0,M00000,86.0,58.0,100.0,M000,12.8,M*,13.4,15.4,0.0
1991-03-27,5.7,10.9,0.0,M000,0.0,MZ,1.7,8.8,NW,490.0,120.0,M00000,60.0,33.0,92.0,M000,17.8,M0,12.6,14.6,0.0
1991-03-28,5.5,10.1,,M000,0.0,MZ,2.7,11.1,NW,540.0,10.0,M00000,52.0,27.0,95.0,M000,20.6,M0,,,
1991-03-29,0.2,,-2.0,M000,0.2,MZ,2.6,8.5,SSE,630.0,110.0,M00000,78.0,52.0,95.0,M000,13.1,M*,,,
1991-03-30,2.6,8.7,-3.3,M000,0.0,MZ,2.2,7.9,SSE,360.0,110.0,M00000,62.0,34.0,87.0,M000,20.3,M0,15.3,17.3,0.0
1991-03-31,3.8,10.8,-1.8,M000,0.0,MZ,2.1,7.9,SSE,510.0,80.0,M00000,68.0,32.0,91.0,M000,20.1,M0,13.5,15.5,0.0
1991-04-01,4.9,12.6,-1.7,M000,0.0,MZ,2.2,8.0,NNW,470.0,130.0,M00000,65.0,31.0,91.0,M000,20.8,M0,12.6,14.6,0.0
1991-04-02,6.8,13.2,1.2,M000,0.0,MZ,2.4,8.8,SSE,510.0,50.0,M00000,63.0,37.0,88.0,M000,20.5,M0,10.8,12.8,0.0
1991-04-03,7.5,13.4,2.9,M000,2.4,MZ,2.0,7.3,NNW,470.0,0.0,M00000,72.0,36.0,96.0,M000,13.5,M0,9.9,11.9,0.0
1991-04-04,5.3,9.0,2.7,M000,0.2,MZ,2.0,8.1,SE,420.0,20.0,M*****,80.0,40.0,98.0,M000,11.1,M*,12.2,14.2,0.0
1991-04-05,2.7,5.5,0.9,M000,0.0,MZ,3.6,13.0,NW,630.0,10.0,M00000,61.0,41.0,93.0,M000,8.8,M0,14.8,16.8,0.0
1991-04-06,5.6,12.0,2.5,M000,0.0,MZ,2.6,13.7,NW,500.0,20.0,M00000,48.0,34.0,75.0,M000,11.0,M*,10.8,12.8,0.0
1991-04-07,7.5,12.7,2.2,M000,0.0,MZ,3.5,11.5,NW,730.0,0.0,M00000,39.0,16.0,73.0,M000,22.9,M0,10.6,12.6,0.0
1991-04-08,7.3,14.6,0.3,M000,0.0,MZ,2.6,10.3,NNW,420.0,10.0,M00000,40.0,15.0,66.0,M000,22.8,M0,10.6,12.6,0.0
1991-04-09,7.6,15.5,0.6,M000,,M0,1.8,7.8,NNW,520.0,50.0,M00000,50.0,22.0,78.0,M000,22.7,M0,10.0,12.0,0.0
1991-04-10,9.9,,,M*00,,M0,,,,,,M00000,46.0,,,M*00,,M0,,,
1991-04-11,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-12,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-13,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-14,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-15,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-16,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-17,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-18,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-19,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-20,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-21,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-22,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-23,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-24,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-25,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-26,,,,M000,,M0,,,,,,M00000,,,,M000,,M0,,,
1991-04-27,4.0,11.0,-2.1,M000,0.2,MZ,1.6,10.9,SSE,400.0,50.0,M00000,67.0,32.0,93.0,M000,,M0,13.6,15.6,0.0
1991-04-28,2.6,6.6,0.3,M000,9.8,MZ,1.1,6.3,SSE,330.0,350.0,M00000,89.0,65.0,100.0,M000,7.2,M0,14.6,16.6,0.0
1991-04-29,5.1,10.2,-0.6,M000,10.2,MZ,1.9,10.8,NW,560.0,350.0,M00000,64.0,37.0,100.0,M000,18.2,M*,13.2,15.2,0.0
1991-04-30,7.1,14.2,0.9,M000,0.8,MZ,1.4,9.0,NNW,410.0,40.0,M00000,60.0,30.0,93.0,M000,15.1,M*,10.5,12.5,0.0
1991-05-01,6.9,11.5,3.6,M000,4.6,MZ,1.9,8.5,SE,310.0,50.0,M00000,77.0,43.0,99.0,M000,12.8,M*,10.5,12.5,0.0
1991-05-02,3.9,6.1,2.2,M000,9.2,MZ,2.1,7.3,SSE,860.0,20.0,M00000,97.0,85.0,100.0,M000,8.0,M0,13.9,15.9,0.0
1991-05-03,5.1,11.4,1.9,M000,3.0,MZ,3.4,14.6,NW,740.0,50.0,M00000,69.0,43.0,100.0,M000,18.9,M*,11.4,13.4,0.0
1991-05-04,1.9,4.1,-1.3,M000,0.0,MZ,4.7,14.2,NW,930.0,0.0,M00000,45.0,39.0,60.0,M000,17.5,M0,16.6,18.6,0.0
1991-05-05,0.7,4.9,-3.6,M000,0.0,MZ,2.2,10.0,SSE,510.0,60.0,M00000,67.0,32.0,100.0,M000,19.3,M0,17.4,19.4,0.0
1991-05-06,1.5,6.0,-2.2,M000,4.0,MZ,2.1,8.9,SSE,430.0,20.0,M00000,77.0,39.0,100.0,M000,12.4,M0,16.1,18.1,0.0
1991-05-07,5.1,9.9,-0.4,M000,0.0,MZ,2.7,10.4,NW,800.0,30.0,M00000,47.0,29.0,89.0,M000,28.3,M0,13.3,15.3,0.0
1991-05-08,4.2,9.3,0.5,M000,4.0,MZ,1.4,7.3,SSE,300.0,10.0,M00000,78.0,46.0,99.0,M000,12.6,M0,13.1,15.1,0.0
1991-05-09,4.1,7.3,2.3,M000,2.8,MZ,2.0,10.2,SSE,480.0,70.0,M00000,87.0,58.0,100.0,M000,9.1,M0,13.2,15.2,0.0
1991-05-10,3.8,8.1,2.1,M000,1.2,MZ,2.1,7.7,SSE,700.0,10.0,M00000,94.0,71.0,100.0,M000,13.0,M0,12.9,14.9,0.0
1991-05-11,7.2,10.4,2.1,M000,2.0,MZ,3.6,11.0,NW,770.0,0.0,M00000,63.0,43.0,100.0,M000,16.6,M*,11.8,13.8,0.0
1991-05-12,8.3,11.0,4.3,M000,0.8,MY,5.0,15.4,NW,1110.0,30.0,M00000,47.0,25.0,87.0,M000,28.2,M0,10.4,12.4,0.0
1991-05-13,9.1,15.2,2.8,M000,0.4,MZ,2.0,10.8,SSE,260.0,40.0,M00000,60.0,32.0,85.0,M000,25.8,M*,9.0,11.0,0.0
1991-05-14,10.5,15.4,2.9,M000,0.2,MY,2.7,13.1,NW,610.0,0.0,M*****,53.0,26.0,90.0,M000,27.5,M*,8.9,10.9,0.0
1991-05-15,9.4,13.2,5.1,M000,0.2,MZ,3.4,11.7,NW,860.0,0.0,M00000,47.0,31.0,60.0,M000,19.2,M*,8.9,10.9,0.0
1991-05-16,,,,M000,0.0,MZ,,,,,,M00000,,,,M000,,M0,,,
1991-05-17,4.3,6.5,1.3,M***,0.0,MZ,,,,,,M00000,41.0,32.0,63.0,M***,,M0,14.1,16.1,0.0
1991-05-18,5.4,9.4,0.0,M000,0.0,MZ,3.3,15.4,NW,660.0,0.0,M*****,43.0,26.0,64.0,M000,28.9,M*,13.3,15.3,0.0
1991-05-19,6.7,11.7,0.5,M000,0.0,MZ,,,,,,M00000,41.0,27.0,,M000,,M0,11.9,13.9,0.0
1991-05-20,9.0,15.4,3.0,M000,0.0,MZ,2.7,9.8,SSE,670.0,50.0,M*****,49.0,29.0,79.0,M000,28.2,M*,8.8,10.8,0.0
1991-05-21,14.1,21.4,,M**0,0.0,MZ,,,,,,M00000,43.0,14.0,,M*0*,,M0,,,
1991-05-22,15.8,,7.7,M000,0.0,MZ,2.3,9.9,NNW,520.0,50.0,M00000,41.0,13.0,68.0,M000,28.7,M0,,,
1991-05-23,14.7,19.6,9.0,M000,0.0,MZ,3.6,12.7,NW,880.0,10.0,M00000,40.0,25.0,66.0,M000,27.9,M0,3.7,5.7,0.0
1991-05-24,11.2,15.7,6.0,M000,0.0,MZ,3.2,14.5,NW,700.0,20.0,M00000,40.0,18.0,79.0,M000,26.2,M0,7.2,9.2,0.0
1991-05-25,10.8,16.4,5.4,M000,0.0,MZ,2.1,11.9,NW,480.0,220.0,M00000,48.0,17.0,90.0,M000,29.0,M0,7.1,9.1,0.0
1991-05-26,12.0,17.3,4.9,M000,0.0,MZ,2.8,12.3,NW,760.0,10.0,M00000,40.0,22.0,67.0,M000,28.9,M0,6.9,8.9,0.0
1991-05-27,11.7,16.7,5.6,M000,0.0,MZ,3.1,9.9,SSE,630.0,20.0,M00000,57.0,37.0,88.0,M000,29.0,M0,6.9,8.9,0.0
1991-05-28,12.9,,6.1,M000,0.0,MZ,2.1,9.8,NW,330.0,20.0,M00000,58.0,21.0,97.0,M000,29.0,M0,,,
1991-05-29,11.0,18.0,6.4,M000,0.2,MZ,2.1,10.0,SSE,470.0,140.0,M00000,69.0,29.0,88.0,M000,23.2,M0,5.8,7.8,0.0
1991-05-30,10.6,15.4,6.5,M000,1.2,MZ,1.9,9.3,SSE,510.0,270.0,M00000,78.0,53.0,100.0,M000,17.7,M*,7.1,9.1,0.0
1991-05-31,12.3,18.8,4.9,M000,0.2,MZ,1.8,9.3,SSE,470.0,160.0,M00000,65.0,26.0,100.0,M000,20.9,M*,6.2,8.2,0.0
1991-06-01,13.0,18.7,7.5,M000,0.0,MZ,1.7,9.7,SSE,430.0,100.0,M00000,65.0,33.0,90.0,M000,17.4,M0,4.9,6.9,0.0
1991-06-02,11.9,16.8,7.3,M000,1.0,MZ,1.8,10.1,SSE,540.0,140.0,M00000,76.0,50.0,100.0,M000,19.3,M*,6.0,8.0,0.0
1991-06-03,12.1,16.7,8.2,M000,0.4,MZ,2.1,10.8,NNW,630.0,20.0,M00000,62.0,36.0,98.0,M000,15.0,M*,5.6,7.6,0.0
1991-06-04,10.8,15.7,4.9,M000,0.2,MY,2.6,11.6,NW,530.0,30.0,M00000,44.0,24.0,78.0,M000,26.6,M*,7.7,9.7,0.0
1991-06-05,9.7,15.7,4.4,M000,0.0,MZ,2.4,9.8,SSE,540.0,10.0,M00000,64.0,27.0,100.0,M000,23.1,M*,8.0,10.0,0.0
1991-06-06,8.7,12.9,5.8,M000,0.4,MZ,2.1,7.8,SSE,500.0,30.0,M00000,92.0,67.0,100.0,M000,17.0,M*,8.7,10.7,0.0
1991-06-07,8.4,13.6,5.5,M000,0.2,MZ,1.7,7.5,SSE,400.0,30.0,M00000,84.0,52.0,100.0,M000,9.3,M0,8.5,10.5,0.0
1991-06-08,10.4,13.9,5.9,M000,0.2,MZ,3.4,12.4,NNW,680.0,0.0,M00000,62.0,45.0,100.0,M000,11.7,M0,8.1,10.1,0.0
1991-06-09,14.2,22.9,5.1,M000,0.0,MZ,2.5,8.7,SSE,380.0,0.0,M00000,52.0,27.0,82.0,M000,28.9,M0,4.0,6.0,0.0
1991-06-10,15.3,21.4,9.0,M000,0.2,MZ,1.6,9.9,NW,390.0,10.0,M00000,57.0,27.0,100.0,M000,20.7,M*,0.0,4.8,0.0
1991-06-11,15.0,22.0,8.4,M000,0.0,MZ,2.3,10.5,NNW,320.0,20.0,M00000,46.0,14.0,80.0,M000,30.2,M0,0.0,4.8,0.0
1991-06-12,13.9,19.5,7.7,M000,0.2,MZ,2.6,9.6,SSE,620.0,100.0,M00000,78.0,58.0,99.0,M000,26.6,M0,4.4,6.4,0.0
1991-06-13,15.4,22.8,10.1,M000,0.0,MZ,1.8,7.6,SSE,450.0,0.0,M00000,72.0,28.0,97.0,M000,17.4,M0,0.0,3.6,0.0
1991-06-14,16.5,22.5,10.5,M000,0.0,MZ,2.4,13.2,NNW,630.0,10.0,M00000,53.0,18.0,96.0,M000,27.4,M0,0.0,3.5,0.0
1991-06-15,15.9,21.5,,M000,0.2,MZ,2.6,9.5,SSE,520.0,10.0,M00000,68.0,38.0,100.0,M000,27.7,M0,,,
