Date,Max Temperature (°C),Min Temperature (°C),Mean Temperature (°C),Avg Relative Humidity (%),Avg Cloud Cover (%),Total Precipitation (mm),Max Wind Speed (m/s),Avg Wind Direction (°),Weather Code
2022-11-12,20.2,11.6,17.51666666666667,50.125,90.41666666666667,0.0,3.9,260.375,3.0
2022-11-13,16.8,6.4,11.6625,78.33333333333333,72.91666666666667,0.6000000000000001,8.3,231.625,3.0
2022-11-14,9.0,7.2,8.104166666666666,98.0,100.0,11.2,7.9,176.75,51.0
2022-11-15,9.8,7.7,8.5875,95.75,100.0,1.5,6.4,194.125,51.0
2022-11-16,14.3,6.1,9.6625,87.16666666666667,59.916666666666664,0.7000000000000001,4.7,253.25,0.0
2022-11-17,13.9,9.4,11.220833333333333,72.41666666666667,81.45833333333333,0.0,6.9,232.45833333333334,3.0
2022-11-18,13.6,4.0,9.166666666666666,62.375,42.125,0.30000000000000004,8.9,291.3333333333333,0.0
2022-11-19,11.3,3.4,6.358333333333333,61.916666666666664,28.083333333333332,0.0,9.0,254.33333333333334,0.0
2022-11-20,10.9,2.9,5.8625,59.416666666666664,50.166666666666664,0.0,9.4,264.9583333333333,0.0
2022-11-21,10.9,3.6,7.216666666666666,66.91666666666667,82.125,1.5,10.5,226.375,3.0
2022-11-22,10.0,3.7,6.5375000000000005,71.04166666666667,86.20833333333333,4.7,9.7,266.9166666666667,3.0
2022-11-23,10.9,2.4,7.383333333333333,55.416666666666664,32.916666666666664,0.8999999999999999,12.6,246.33333333333334,0.0
2022-11-24,14.7,4.2,9.4,58.958333333333336,54.75,0.0,9.5,267.9166666666667,3.0
2022-11-25,11.1,5.0,8.783333333333333,62.708333333333336,42.25,0.6,7.6,261.9583333333333,0.0
2022-11-26,12.5,4.3,8.299999999999999,59.25,44.75,0.0,10.0,265.4166666666667,2.0
2022-11-27,9.4,4.9,7.241666666666667,61.791666666666664,65.83333333333333,0.0,4.6,249.41666666666666,3.0
2022-11-28,6.2,2.8,4.7625,89.16666666666667,96.125,0.9,5.7,246.5,3.0
2022-11-29,5.4,3.3,4.5249999999999995,90.54166666666667,91.16666666666667,4.6,3.1,219.54166666666666,73.0
2022-11-30,7.5,2.5,4.995833333333334,81.08333333333333,50.125,0.0,5.7,216.66666666666666,0.0
2022-12-01,8.3,1.8,5.704166666666667,76.91666666666667,27.5,0.0,5.5,258.2083333333333,0.0
2022-12-02,6.7,3.8,4.958333333333333,82.66666666666667,85.875,2.6,7.1,203.25,3.0
2022-12-03,5.3,3.4,4.420833333333333,94.20833333333333,100.0,18.6,3.9,158.58333333333334,73.0
2022-12-04,7.6,5.0,5.945833333333333,95.375,99.125,12.9,6.1,146.95833333333334,73.0
2022-12-05,9.1,1.9,4.770833333333333,83.5,33.041666666666664,0.5,4.8,265.4583333333333,0.0
2022-12-06,9.6,1.6,4.733333333333333,58.125,4.625,0.0,5.3,265.2916666666667,0.0
2022-12-07,8.8,1.7,4.370833333333334,55.5,5.541666666666667,0.0,3.9,270.875,0.0
2022-12-08,6.4,1.5,3.841666666666667,60.333333333333336,49.958333333333336,0.0,4.8,262.3333333333333,3.0
2022-12-09,5.1,-1.8,2.845833333333333,90.95833333333333,85.83333333333333,12.0,3.8,205.70833333333334,73.0
2022-12-10,9.7,-3.0,2.7083333333333335,71.66666666666667,59.625,0.0,10.1,285.0833333333333,3.0
2022-12-11,4.8,-3.9,-0.6625000000000001,46.416666666666664,26.666666666666668,0.0,12.6,294.875,0.0
2022-12-12,3.8,-1.4,0.6791666666666667,45.625,59.375,0.4,5.8,245.25,3.0
2022-12-13,1.0,-1.5,-0.3833333333333333,92.125,99.25,7.6,4.4,162.66666666666666,73.0
2022-12-14,5.5,-1.0,2.7916666666666665,82.125,74.58333333333333,0.0,5.6,254.08333333333334,3.0
2022-12-15,6.4,1.7,3.6916666666666664,83.70833333333333,86.16666666666667,15.0,5.4,269.9166666666667,3.0
2022-12-16,9.3,1.4,5.233333333333333,79.20833333333333,69.625,0.30000000000000004,5.9,253.95833333333334,3.0
2022-12-17,10.0,1.1,5.308333333333334,58.416666666666664,36.5,0.0,5.6,270.5416666666667,0.0
2022-12-18,6.5,1.6,3.904166666666667,50.458333333333336,50.333333333333336,0.0,2.7,271.5,1.0
2022-12-19,8.5,3.3,5.770833333333333,41.708333333333336,96.95833333333333,0.0,5.2,242.91666666666666,3.0
2022-12-20,9.1,4.0,6.554166666666667,54.583333333333336,81.70833333333333,0.0,4.6,279.8333333333333,3.0
2022-12-21,10.2,3.9,6.608333333333333,68.45833333333333,63.333333333333336,0.0,4.3,268.25,3.0
2022-12-22,12.5,3.5,8.158333333333333,68.33333333333333,75.66666666666667,0.30000000000000004,5.6,270.4583333333333,3.0
2022-12-23,13.3,9.8,11.875,76.45833333333333,99.625,3.4,4.4,278.625,3.0
2022-12-24,15.0,8.3,12.545833333333334,76.16666666666667,77.16666666666667,0.1,5.1,286.125,3.0
2022-12-25,10.1,7.3,8.5875,87.66666666666667,86.25,0.0,4.1,255.95833333333334,3.0
2022-12-26,11.2,5.1,7.983333333333333,70.45833333333333,65.875,0.0,4.9,284.4166666666667,3.0
2022-12-27,12.4,3.6,8.108333333333333,57.125,14.458333333333334,0.0,11.1,305.8333333333333,0.0
2022-12-28,8.7,4.6,6.570833333333333,53.333333333333336,56.208333333333336,0.0,4.6,259.3333333333333,3.0
2022-12-29,8.0,1.9,5.554166666666667,66.5,68.95833333333333,0.0,4.9,250.20833333333334,3.0
2022-12-30,9.1,4.5,7.095833333333334,81.04166666666667,87.5,0.0,3.6,263.6666666666667,3.0
2022-12-31,12.5,6.0,9.179166666666665,83.0,79.41666666666667,0.0,5.1,219.70833333333334,3.0
2023-01-01,11.6,6.3,9.241666666666667,89.33333333333333,73.79166666666667,0.0,5.0,260.0833333333333,3.0
2023-01-02,10.3,6.9,9.158333333333333,81.58333333333333,100.0,0.30000000000000004,3.9,271.25,3.0
2023-01-03,11.3,5.1,8.020833333333334,88.29166666666667,92.83333333333333,0.2,5.4,265.5833333333333,3.0
2023-01-04,12.3,5.0,8.954166666666667,72.95833333333333,54.791666666666664,0.0,6.3,261.875,3.0
2023-01-05,17.4,6.6,12.0875,66.91666666666667,45.375,0.0,6.5,282.6666666666667,0.0
2023-01-06,14.0,10.1,12.075000000000001,69.95833333333333,5.333333333333333,0.0,5.6,266.4583333333333,0.0
2023-01-07,10.1,4.5,7.7749999999999995,74.66666666666667,50.041666666666664,0.0,5.0,243.66666666666666,0.0
2023-01-08,6.7,3.7,5.304166666666666,91.75,98.95833333333333,6.0,4.1,217.83333333333334,71.0
2023-01-09,8.9,1.9,5.325,66.54166666666667,69.125,0.30000000000000004,8.8,283.0,3.0
2023-01-10,9.5,3.3,6.0625,44.75,50.583333333333336,0.4,13.9,293.1666666666667,1.0
2023-01-11,10.8,3.2,7.3374999999999995,61.166666666666664,83.66666666666667,0.0,6.8,264.0416666666667,3.0
2023-01-12,11.5,3.8,7.241666666666667,55.958333333333336,85.625,0.0,14.4,270.5,3.0
2023-01-13,12.4,4.0,8.770833333333334,47.875,68.83333333333333,0.0,8.9,280.5416666666667,2.0
2023-01-14,11.0,3.7,7.104166666666667,52.25,91.45833333333333,0.0,9.7,259.125,3.0
2023-01-15,9.5,2.1,6.0249999999999995,67.25,83.54166666666667,0.4,10.8,236.41666666666666,3.0
2023-01-16,6.4,0.8,3.3000000000000003,60.375,74.0,1.3,10.3,250.41666666666666,3.0
2023-01-17,4.0,-0.2,2.0124999999999997,77.0,95.41666666666667,2.3,6.6,194.625,3.0
2023-01-18,6.1,0.1,2.841666666666667,57.333333333333336,46.583333333333336,0.5,6.8,240.79166666666666,0.0
2023-01-19,5.3,-0.4,1.8625,33.916666666666664,32.5,0.0,13.4,261.2916666666667,0.0
2023-01-20,6.0,-2.0,1.3833333333333335,38.583333333333336,10.041666666666666,0.0,7.2,221.95833333333334,0.0
2023-01-21,4.9,-2.3,1.125,34.0,39.791666666666664,0.0,8.7,250.70833333333334,0.0
2023-01-22,4.5,0.2,2.6416666666666666,34.5,56.916666666666664,0.0,5.9,209.41666666666666,3.0
2023-01-23,8.2,0.3,4.320833333333334,55.875,83.875,8.1,6.9,228.79166666666666,3.0
2023-01-24,6.2,-3.8,2.9625,86.75,84.04166666666667,14.1,6.7,182.08333333333334,73.0
2023-01-25,7.2,-0.8,4.541666666666667,72.08333333333333,73.0,1.2,5.1,258.9166666666667,3.0
2023-01-26,5.9,-2.9,1.5374999999999999,58.5,26.208333333333332,0.0,3.4,274.875,0.0
2023-01-27,2.5,-2.0,0.6541666666666667,74.5,70.95833333333333,0.6000000000000001,4.5,254.75,3.0
2023-01-28,4.0,-4.9,0.012499999999999992,59.875,29.166666666666668,0.0,3.9,251.625,0.0
2023-01-29,5.9,-6.8,-0.2333333333333333,57.958333333333336,33.041666666666664,0.0,4.2,273.2083333333333,0.0
2023-01-30,13.0,-0.7,5.758333333333333,35.625,44.541666666666664,0.0,10.5,287.125,0.0
2023-01-31,11.5,0.7,5.4750000000000005,44.5,16.916666666666668,0.0,5.9,271.75,0.0
2023-02-01,13.1,2.6,6.5,46.041666666666664,12.291666666666666,0.0,9.5,290.2916666666667,0.0
2023-02-02,13.6,2.2,6.1625000000000005,50.625,29.458333333333332,0.0,11.0,292.5833333333333,0.0
2023-02-03,16.7,3.6,8.583333333333334,41.166666666666664,62.291666666666664,0.0,10.6,279.2916666666667,3.0
2023-02-04,19.4,6.5,11.504166666666668,45.25,67.25,0.0,8.9,267.25,3.0
2023-02-05,9.3,2.7,5.608333333333333,73.29166666666667,51.666666666666664,3.9,7.9,205.58333333333334,0.0
2023-02-06,6.1,-0.5,2.220833333333333,93.95833333333333,76.20833333333333,4.8,7.8,179.08333333333334,1.0
2023-02-07,2.8,-7.8,-1.2625,58.75,29.916666666666668,5.4,7.4,232.45833333333334,0.0
2023-02-08,3.2,-4.5,-0.7000000000000001,53.416666666666664,38.625,0.0,4.5,245.29166666666666,0.0
2023-02-09,2.3,-3.7,-1.5083333333333335,82.91666666666667,66.95833333333333,1.0,4.5,240.04166666666666,71.0
2023-02-10,9.2,-2.4,3.8625000000000003,35.5,3.125,0.0,4.9,254.54166666666666,0.0
2023-02-11,12.9,1.4,7.4375,33.166666666666664,11.333333333333334,0.0,4.3,272.0,0.0
2023-02-12,16.1,5.6,11.012500000000001,43.708333333333336,0.0,0.0,4.9,211.33333333333334,0.0
2023-02-13,13.0,3.3,8.85,53.75,0.0,0.0,4.8,263.0,0.0
2023-02-14,16.1,5.0,10.725,40.375,0.0,0.0,4.6,257.75,0.0
2023-02-15,16.5,6.7,11.720833333333333,47.083333333333336,22.75,0.0,4.1,269.5,0.0
2023-02-16,14.7,3.9,9.775,54.541666666666664,52.958333333333336,0.0,5.4,263.9583333333333,3.0
2023-02-17,15.3,5.1,9.670833333333333,49.416666666666664,22.333333333333332,0.0,4.7,259.2083333333333,0.0
2021-02-16,12.6,3.5,7.641666666666667,67.75,60.208333333333336,0.0,5.4,254.70833333333334,3.0
2021-02-17,13.1,4.3,8.395833333333334,61.916666666666664,8.5,0.0,4.9,260.0416666666667,0.0
2021-02-18,9.8,2.9,6.354166666666667,73.66666666666667,73.79166666666667,0.30000000000000004,5.6,250.33333333333334,2.0
2021-02-19,9.6,3.5,6.208333333333333,83.875,91.08333333333333,0.1,4.8,247.70833333333334,3.0
2021-02-20,10.4,4.1,6.8500000000000005,84.875,88.75,0.4,6.0,244.79166666666666,3.0
2021-02-21,9.9,5.2,7.608333333333333,85.29166666666667,97.33333333333333,0.6000000000000001,5.6,237.20833333333334,3.0
2021-02-22,10.8,7.0,8.5875,88.83333333333333,96.875,0.8,6.1,199.91666666666666,3.0
2021-02-23,16.7,4.8,11.045833333333334,69.375,24.291666666666668,0.0,4.8,250.16666666666666,0.0
2021-02-24,17.6,7.5,12.883333333333333,61.875,0.0,0.0,6.1,259.9583333333333,0.0
2021-02-25,17.2,7.2,12.358333333333334,55.875,0.0,0.0,5.5,251.95833333333334,0.0
2021-02-26,17.5,6.9,13.049999999999999,52.083333333333336,16.166666666666668,0.0,4.6,266.375,0.0
2021-02-27,14.5,7.9,11.799999999999999,61.166666666666664,48.541666666666664,2.4,11.3,207.0,51.0
2021-02-28,10.8,3.1,7.7875000000000005,83.95833333333333,69.45833333333333,1.8,6.6,162.83333333333334,3.0
2021-03-01,12.3,3.6,8.691666666666666,66.16666666666667,6.625,0.0,6.0,240.41666666666666,0.0
2021-03-02,13.3,5.5,10.2125,33.875,27.416666666666668,0.0,5.4,254.41666666666666,0.0
2021-03-03,14.2,4.7,10.095833333333333,47.833333333333336,82.33333333333333,0.0,4.8,254.0,3.0
2021-03-04,12.4,6.2,9.329166666666667,60.416666666666664,20.416666666666668,0.0,6.2,248.20833333333334,0.0
2021-03-05,13.2,4.0,8.1875,69.70833333333333,23.166666666666668,0.30000000000000004,7.4,247.5,0.0
2021-03-06,8.6,3.6,5.420833333333333,88.75,85.375,5.0,6.5,164.125,71.0
2021-03-07,8.0,3.5,5.220833333333333,96.16666666666667,98.83333333333333,0.2,6.9,190.70833333333334,3.0
2021-03-08,10.6,2.9,6.345833333333332,83.79166666666667,47.125,2.8,6.5,233.125,0.0
2021-03-09,7.8,2.8,5.3625,89.375,75.625,5.2,7.4,226.66666666666666,71.0
2021-03-10,11.3,1.5,6.404166666666666,57.875,10.916666666666666,0.0,6.5,242.41666666666666,0.0
2021-03-11,11.8,6.0,8.770833333333334,61.0,87.75,1.6,6.6,221.0,3.0
2021-03-12,13.6,4.0,8.445833333333333,55.833333333333336,24.583333333333332,0.0,10.8,282.7083333333333,0.0
2021-03-13,13.1,3.0,7.995833333333334,54.5,28.791666666666668,0.1,7.7,251.29166666666666,0.0
2021-03-14,7.7,2.2,5.108333333333333,56.666666666666664,63.208333333333336,1.4000000000000001,16.5,281.2916666666667,3.0
2021-03-15,10.7,3.0,7.6499999999999995,47.166666666666664,36.375,2.0,12.6,278.9583333333333,71.0
2021-03-16,9.3,3.0,6.316666666666666,42.916666666666664,38.125,0.0,11.4,289.7916666666667,1.0
2021-03-17,10.9,2.0,6.679166666666667,55.5,30.708333333333332,0.9,5.6,225.54166666666666,0.0
2021-03-18,6.7,1.2,4.104166666666667,59.833333333333336,45.583333333333336,1.3,6.9,204.16666666666666,71.0
2021-03-19,3.6,-4.4,1.5666666666666667,88.375,79.29166666666667,9.200000000000001,6.7,152.04166666666666,71.0
2021-03-20,7.5,-4.4,2.3625,48.125,13.458333333333334,0.0,9.9,235.625,0.0
2021-03-21,8.7,-0.5,3.966666666666667,60.75,32.208333333333336,0.0,8.8,231.58333333333334,0.0
2021-03-22,14.3,0.7,7.070833333333333,50.833333333333336,48.916666666666664,0.0,7.7,241.16666666666666,3.0
2021-03-23,11.5,2.6,7.770833333333333,59.5,17.583333333333332,0.0,6.0,239.0,0.0
2021-03-24,15.6,4.3,10.200000000000001,56.833333333333336,0.9583333333333334,0.0,6.5,237.95833333333334,0.0
2021-03-25,15.2,5.6,11.666666666666666,59.666666666666664,26.416666666666668,0.0,6.7,237.79166666666666,0.0
2021-03-26,14.0,5.4,10.604166666666666,69.375,52.833333333333336,2.0,7.4,233.25,0.0
2021-03-27,15.1,5.6,10.354166666666666,78.91666666666667,53.708333333333336,0.4,7.9,231.375,2.0
2021-03-28,15.2,5.3,10.345833333333333,69.75,41.333333333333336,0.0,6.6,237.625,0.0
2021-03-29,19.8,6.7,14.033333333333333,58.25,17.125,0.0,5.6,240.04166666666666,0.0
2021-03-30,21.1,11.0,16.45,53.458333333333336,0.0,0.0,5.4,241.79166666666666,0.0
2021-03-31,20.5,10.2,15.633333333333333,62.041666666666664,4.625,0.2,6.1,241.08333333333334,0.0
