time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,humidity_mean,humidity_min,humidity_max
2022-11-23,1.2,-2.3,4.4,,,224.0,7.2,29.6,1008.4,,66.29166666666667,52.0,83.0
2022-11-24,1.2,-3.0,4.8,,,191.0,4.8,25.9,1018.4,,66.125,50.0,85.0
2022-11-25,2.3,-0.2,7.2,,,61.0,4.0,16.7,1020.9,,61.916666666666664,46.0,73.0
2022-11-26,1.7,-0.9,4.4,,,61.0,3.3,13.0,1029.2,,54.916666666666664,42.0,76.0
2022-11-27,2.4,-2.8,6.2,,,240.0,2.4,11.1,1025.9,,48.875,41.0,60.0
2022-11-28,1.2,-1.2,2.9,,,104.0,2.6,11.1,1018.1,,68.375,56.0,86.0
2022-11-29,-0.2,-1.2,1.9,,,52.0,5.0,16.7,1017.1,,89.08333333333333,72.0,100.0
2022-11-30,-0.6,-2.9,3.0,,,66.0,2.4,9.3,1018.9,,78.29166666666667,56.0,84.0
2022-12-01,-1.3,-2.8,2.3,,,66.0,2.3,11.1,1020.7,,73.29166666666667,54.0,84.0
2022-12-02,-1.2,-2.7,1.2,,,59.0,2.2,11.1,1019.2,,69.0,59.0,78.0
2022-12-03,-0.3,-1.2,0.4,,,46.0,6.1,20.4,1015.6,,86.75,68.0,100.0
2022-12-04,1.0,-0.4,2.3,,,56.0,4.3,18.5,1013.6,,91.45833333333333,85.0,100.0
2022-12-05,-1.1,-5.0,1.2,,,203.0,4.1,16.7,1020.2,,87.33333333333333,76.0,100.0
2022-12-06,-1.6,-4.6,1.6,,,234.0,2.5,11.1,1018.0,,68.45833333333333,52.0,81.0
2022-12-07,-2.7,-5.8,0.0,,,204.0,2.9,13.0,1014.6,,72.54166666666667,65.0,83.0
2022-12-08,-2.2,-6.4,0.3,,,215.0,4.4,16.7,1010.7,,66.875,56.0,78.0
2022-12-09,0.5,-0.9,1.8,,,176.0,6.4,24.1,1003.1,,95.08333333333333,79.0,100.0
2022-12-10,-1.1,-5.8,1.0,,,98.0,5.2,20.4,1004.8,,89.5,62.0,100.0
2022-12-11,-7.8,-11.5,-5.4,,,98.0,4.0,14.8,1010.6,,68.45833333333333,51.0,84.0
2022-12-12,-7.9,-10.9,-5.0,,,221.0,3.1,11.1,1011.4,,70.25,60.0,82.0
2022-12-13,-1.3,-4.6,1.1,,,201.0,6.9,20.4,1007.7,,86.83333333333333,73.0,100.0
2022-12-14,1.7,-0.3,3.1,,,216.0,6.6,22.2,1004.3,,86.125,82.0,95.0
2022-12-15,1.0,0.2,1.7,,,28.0,4.4,16.7,1004.0,,90.66666666666667,78.0,100.0
2022-12-16,0.3,-1.8,1.9,,,114.0,3.5,14.8,1006.6,,98.08333333333333,87.0,100.0
2022-12-17,-3.0,-5.6,-0.4,,,58.0,2.4,11.1,1019.5,,72.20833333333333,58.0,89.0
2022-12-18,-1.5,-7.1,3.3,,,252.0,2.8,11.1,1030.2,,55.583333333333336,43.0,73.0
2022-12-19,1.8,-4.1,4.8,,,233.0,6.6,25.9,1031.5,,63.0,53.0,85.0
2022-12-20,3.2,-2.0,6.5,,,229.0,9.8,37.0,1026.7,,66.83333333333333,56.0,88.0
2022-12-21,4.0,0.8,7.1,,,221.0,7.4,37.0,1022.0,,82.125,55.0,93.0
2022-12-22,2.5,-0.9,4.6,,,211.0,7.9,29.6,1021.5,,77.66666666666667,69.0,91.0
2022-12-23,5.3,3.5,6.6,,,217.0,13.8,38.9,1019.0,,89.04166666666667,83.0,97.0
2022-12-24,5.3,2.1,7.3,,,215.0,9.3,37.0,1019.6,,81.25,73.0,93.0
2022-12-25,4.6,0.4,7.9,,,226.0,6.2,18.5,1022.2,,69.625,57.0,88.0
2022-12-26,4.2,0.5,6.5,,,217.0,10.3,35.2,1025.9,,70.70833333333333,61.0,84.0
2022-12-27,1.7,-0.2,3.6,,,206.0,6.2,31.5,1030.2,,71.54166666666667,56.0,90.0
2022-12-28,0.4,-3.8,3.5,,,229.0,5.2,20.4,1027.3,,53.125,45.0,70.0
2022-12-29,1.3,-3.2,3.6,,,217.0,7.3,24.1,1023.2,,71.0,60.0,88.0
2022-12-30,4.3,2.1,6.6,,,218.0,10.2,27.8,1022.1,,85.45833333333333,81.0,89.0
2022-12-31,6.3,1.6,9.1,,,221.0,8.5,27.8,1027.9,,78.66666666666667,71.0,92.0
2023-01-01,6.5,2.5,8.7,,,219.0,6.8,20.4,1028.8,,75.70833333333333,65.0,87.0
2023-01-02,4.2,0.0,6.3,,,227.0,4.4,14.8,1028.9,,74.83333333333333,63.0,88.0
2023-01-03,3.3,0.9,5.7,,,214.0,2.5,13.0,1030.9,,86.45833333333333,73.0,96.0
2023-01-04,2.2,0.3,4.8,,,3.0,2.5,9.3,1032.4,,70.625,61.0,87.0
2023-01-05,4.5,1.3,8.2,,,50.0,3.7,16.7,1028.1,,67.125,57.0,74.0
2023-01-06,3.2,0.1,6.5,,,262.0,2.0,9.3,1025.0,,60.125,51.0,71.0
2023-01-07,2.4,-1.2,5.3,,,236.0,4.4,18.5,1021.9,,63.833333333333336,55.0,75.0
2023-01-08,1.7,-1.5,3.0,,,221.0,7.4,25.9,1014.7,,87.45833333333333,65.0,100.0
2023-01-09,0.0,-1.2,1.6,,,198.0,12.7,44.5,1013.2,,80.45833333333333,67.0,96.0
2023-01-10,-0.6,-3.0,1.6,,,193.0,8.6,46.3,1025.7,,65.0,48.0,86.0
2023-01-11,0.5,-3.0,3.4,,,78.0,4.5,18.5,1023.7,,79.29166666666667,67.0,89.0
2023-01-12,2.2,-0.7,6.6,,,205.0,5.5,24.1,1026.4,,55.541666666666664,38.0,80.0
2023-01-13,1.8,-2.1,4.4,,,203.0,7.1,25.9,1024.1,,63.291666666666664,42.0,75.0
2023-01-14,2.8,-1.4,6.9,,,228.0,6.9,25.9,1023.4,,46.0,36.0,61.0
2023-01-15,0.8,-2.9,3.6,,,206.0,9.4,33.3,1016.6,,70.66666666666667,48.0,89.0
2023-01-16,-3.3,-6.5,-2.2,,,215.0,14.7,42.6,1004.8,,72.70833333333333,50.0,92.0
2023-01-17,-2.3,-3.3,-0.8,,,208.0,9.7,33.3,991.6,,86.33333333333333,69.0,100.0
2023-01-18,-4.3,-6.8,-1.8,,,152.0,6.8,25.9,999.0,,78.83333333333333,58.0,89.0
2023-01-19,-7.6,-11.2,-4.5,,,91.0,4.4,18.5,1012.0,,55.291666666666664,27.0,72.0
2023-01-20,-9.4,-13.9,-4.7,,,61.0,5.1,20.4,1017.7,,48.25,30.0,56.0
2023-01-21,-8.3,-11.0,-5.8,,,61.0,4.7,14.8,1021.4,,53.166666666666664,37.0,68.0
2023-01-22,-7.7,-10.9,-2.1,,,57.0,4.2,18.5,1022.5,,59.458333333333336,45.0,65.0
2023-01-23,-4.8,-7.9,-1.3,,,49.0,5.6,20.4,1023.3,,72.625,59.0,100.0
2023-01-24,-1.6,-3.1,0.2,,,44.0,6.8,20.4,1029.9,,87.29166666666667,74.0,100.0
2023-01-25,-2.5,-6.1,1.4,,,48.0,4.4,14.8,1028.1,,77.33333333333333,64.0,90.0
2023-01-26,-3.8,-6.6,0.6,,,60.0,3.1,11.1,1016.9,,64.0,43.0,77.0
2023-01-27,-5.8,-8.7,-1.9,,,68.0,2.7,11.1,1015.3,,63.333333333333336,54.0,72.0
2023-01-28,-6.0,-9.8,-0.5,,,62.0,3.1,13.0,1021.2,,66.45833333333333,44.0,72.0
2023-01-29,-3.7,-7.0,1.9,,,46.0,2.5,11.1,1025.8,,61.333333333333336,45.0,71.0
2023-01-30,-1.9,-7.1,5.5,,,82.0,3.7,22.2,1024.0,,52.875,24.0,68.0
2023-01-31,0.8,-1.3,3.8,,,91.0,4.0,18.5,1026.4,,41.458333333333336,23.0,59.0
2023-02-01,0.3,-2.1,5.6,,,108.0,4.4,18.5,1027.5,,52.0,23.0,70.0
2023-02-02,1.4,-1.4,6.2,,,99.0,5.1,18.5,1030.2,,49.875,34.0,59.0
2023-02-03,1.4,-1.7,5.4,,,61.0,3.6,14.8,1030.8,,50.75,40.0,60.0
2023-02-04,3.9,0.9,8.7,,,59.0,5.1,20.4,1029.8,,52.791666666666664,39.0,61.0
2023-02-05,0.8,-1.4,7.0,,,80.0,5.0,20.4,1031.9,,57.458333333333336,23.0,72.0
2023-02-06,-1.7,-3.6,2.0,,,68.0,3.7,13.0,1032.7,,63.083333333333336,39.0,74.0
2023-02-07,-3.9,-7.3,-1.8,,,65.0,3.6,16.7,1036.4,,53.666666666666664,38.0,73.0
2023-02-08,-5.4,-7.2,-2.3,,,65.0,2.8,11.1,1037.3,,56.416666666666664,43.0,64.0
2023-02-09,-6.4,-9.7,-3.5,,,58.0,2.9,11.1,1038.4,,57.333333333333336,44.0,69.0
2023-02-10,-3.9,-9.9,3.2,,,346.0,2.2,11.1,1036.9,,42.833333333333336,31.0,52.0
2023-02-11,0.5,-5.3,7.4,,,315.0,2.2,11.1,1035.4,,38.291666666666664,26.0,51.0
2023-02-12,3.3,-0.3,10.2,,,344.0,2.3,9.3,1034.2,,46.375,33.0,61.0
2023-02-13,4.0,0.5,9.9,,,336.0,2.5,13.0,1036.2,,50.083333333333336,36.0,63.0
2023-02-14,3.8,-1.4,10.6,,,330.0,2.5,13.0,1034.5,,47.791666666666664,30.0,59.0
2023-02-15,3.6,-0.6,8.2,,,251.0,2.7,13.0,1030.9,,49.5,37.0,60.0
2023-02-16,3.8,-0.9,10.1,,,235.0,3.1,16.7,1030.2,,46.041666666666664,28.0,59.0
2023-02-17,3.1,-1.8,9.9,,,41.0,3.0,14.8,1031.4,,55.916666666666664,37.0,70.0
2023-02-18,4.9,2.1,11.6,,,292.0,3.0,16.7,1028.5,,59.708333333333336,40.0,72.0
2023-02-19,4.8,-0.4,12.6,,,48.0,4.6,20.4,1026.2,,46.916666666666664,21.0,60.0
2023-02-20,6.0,2.0,10.2,,,215.0,3.0,13.0,1026.0,,53.833333333333336,44.0,65.0
2023-02-21,5.8,1.4,12.6,,,219.0,3.6,16.7,1020.9,,55.041666666666664,37.0,67.0
2023-02-22,3.8,0.5,5.9,,,213.0,4.1,18.5,1017.3,,72.75,59.0,94.0
2023-02-23,3.6,1.8,6.2,,,211.0,3.4,16.7,1015.4,,81.95833333333333,63.0,91.0
2023-02-24,4.4,1.6,8.6,,,182.0,4.4,20.4,1011.6,,70.83333333333333,44.0,83.0
2023-02-25,2.1,-0.7,5.2,,,117.0,4.8,18.5,1004.6,,71.29166666666667,59.0,85.0
2023-02-26,-2.2,-4.9,2.0,,,51.0,8.4,31.5,1003.2,,71.04166666666667,48.0,82.0
2023-02-27,-3.2,-5.5,-0.6,,,53.0,6.5,24.1,1016.3,,68.79166666666667,54.0,82.0
2023-02-28,-1.8,-4.0,1.1,,,50.0,5.5,20.4,1021.7,,69.45833333333333,53.0,78.0
2023-03-01,0.4,-2.5,3.9,,,51.0,5.5,22.2,1017.9,,69.04166666666667,52.0,91.0
2023-03-02,0.1,-1.7,2.7,,,49.0,4.8,18.5,1018.2,,75.83333333333333,61.0,90.0
2023-03-03,0.9,-1.8,6.1,,,59.0,4.1,18.5,1018.4,,64.375,39.0,75.0
2023-03-04,1.3,-2.4,9.0,,,75.0,3.3,20.4,1019.2,,57.916666666666664,27.0,69.0
2023-03-05,1.2,-3.1,8.8,,,142.0,3.8,22.2,1013.7,,52.958333333333336,27.0,69.0
2023-03-06,0.2,-3.0,7.0,,,190.0,4.2,20.4,1008.4,,52.708333333333336,32.0,67.0
2023-03-07,0.4,-4.1,5.5,,,209.0,8.8,38.9,1006.7,,46.791666666666664,22.0,61.0
2023-03-08,2.7,-1.6,5.3,,,213.0,16.8,48.2,1007.8,,77.08333333333333,60.0,95.0
2023-03-09,5.8,2.5,10.0,,,208.0,16.4,44.5,1008.5,,60.041666666666664,35.0,92.0
2023-03-10,4.2,1.5,5.5,,,213.0,22.7,72.2,1008.7,,64.70833333333333,41.0,91.0
2023-03-11,3.5,0.8,5.4,,,212.0,21.5,57.4,1008.5,,87.08333333333333,78.0,98.0
2023-03-12,4.5,2.3,7.6,,,196.0,7.9,33.3,1016.9,,70.25,52.0,94.0
2023-03-13,7.8,1.6,13.4,,,216.0,11.6,50.0,1014.2,,55.166666666666664,44.0,73.0
2023-03-14,4.1,-0.3,10.1,,,211.0,17.8,55.5,1010.1,,68.66666666666667,39.0,88.0
2023-03-15,1.9,-1.2,5.7,,,172.0,10.6,46.3,1016.7,,41.041666666666664,16.0,57.0
2023-03-16,4.4,-0.3,9.4,,,204.0,4.6,22.2,1016.3,,46.75,33.0,62.0
2023-03-17,6.4,0.7,11.9,,,231.0,4.5,22.2,1017.1,,55.416666666666664,35.0,78.0
2023-03-18,5.4,0.1,9.8,,,54.0,4.8,22.2,1015.7,,64.95833333333333,48.0,83.0
2023-03-19,4.6,2.3,7.2,,,180.0,4.4,22.2,1019.6,,75.79166666666667,63.0,92.0
2023-03-20,4.9,0.8,12.0,,,56.0,4.6,22.2,1019.6,,73.16666666666667,35.0,97.0
2023-03-21,6.2,0.3,12.6,,,198.0,3.8,22.2,1017.4,,52.916666666666664,33.0,70.0
2023-03-22,7.9,1.5,14.5,,,184.0,5.0,24.1,1015.6,,52.375,35.0,67.0
2023-03-23,9.4,4.8,13.5,,,208.0,8.3,31.5,1016.2,,52.833333333333336,41.0,67.0
2023-03-24,8.3,4.4,12.0,,,215.0,16.1,44.5,1016.0,,69.875,56.0,93.0
2023-03-25,5.0,1.6,8.2,,,212.0,16.0,53.7,1019.8,,59.5,37.0,86.0
2023-03-26,3.8,1.6,5.6,,,213.0,15.1,46.3,1013.7,,68.625,52.0,99.0
2023-03-27,1.1,-1.9,4.4,,,171.0,9.7,38.9,1017.8,,63.708333333333336,39.0,96.0
2023-03-28,2.1,-4.7,9.6,,,163.0,6.9,31.5,1024.3,,41.125,26.0,56.0
2023-03-29,8.5,3.5,13.6,,,209.0,14.0,35.2,1023.3,,49.958333333333336,41.0,64.0
2023-03-30,10.0,5.0,14.9,,,218.0,14.4,42.6,1020.6,,55.25,39.0,79.0
2023-03-31,6.6,3.5,7.9,,,214.0,17.2,51.8,1015.2,,73.41666666666667,57.0,91.0
2023-04-01,3.5,0.9,8.1,,,203.0,14.2,44.5,1013.5,,71.0,42.0,96.0
2023-04-02,3.1,0.1,7.9,,,58.0,7.4,27.8,1014.2,,66.54166666666667,39.0,94.0
2023-04-03,3.5,0.1,8.1,,,60.0,6.5,27.8,1016.1,,66.375,41.0,88.0
2023-04-04,2.3,-0.8,7.9,,,55.0,6.5,31.5,1015.4,,67.08333333333333,32.0,85.0
2023-04-05,0.8,-3.4,5.3,,,66.0,5.6,29.6,1018.4,,61.166666666666664,40.0,78.0
2023-04-06,1.8,-3.0,8.3,,,100.0,5.2,27.8,1019.8,,50.333333333333336,28.0,67.0
2023-04-07,2.2,-1.1,7.2,,,100.0,6.1,31.5,1017.9,,60.125,36.0,72.0
2023-04-08,3.4,-2.4,10.1,,,69.0,5.5,29.6,1019.0,,52.333333333333336,26.0,70.0
2023-04-09,5.5,-1.1,13.3,,,68.0,5.1,31.5,1020.2,,48.291666666666664,17.0,68.0
2023-04-10,6.4,-0.1,12.9,,,138.0,5.1,27.8,1021.3,,44.75,28.0,63.0
2023-04-11,7.7,4.1,12.4,,,207.0,8.9,37.0,1019.4,,62.375,41.0,89.0
2023-04-12,7.5,3.1,11.8,,,200.0,10.9,38.9,1010.8,,75.20833333333333,55.0,95.0
2023-04-13,1.2,-1.1,3.8,,,92.0,8.7,35.2,1010.3,,65.04166666666667,37.0,96.0
2023-04-14,2.5,-2.7,7.0,,,159.0,7.3,29.6,1011.1,,52.25,30.0,82.0
2023-04-15,2.6,1.1,6.3,,,113.0,6.6,31.5,1010.3,,77.16666666666667,45.0,89.0
2023-04-16,4.6,-0.2,10.0,,,61.0,8.5,31.5,1017.2,,61.0,42.0,83.0
2023-04-17,5.3,1.9,9.7,,,58.0,6.3,29.6,1016.6,,66.20833333333333,48.0,83.0
2023-04-18,5.1,0.3,10.2,,,53.0,4.6,25.9,1017.1,,66.75,43.0,82.0
2023-04-19,7.2,1.2,12.7,,,118.0,5.1,29.6,1017.0,,57.041666666666664,34.0,77.0
2023-04-20,5.8,1.3,9.8,,,179.0,6.3,31.5,1011.1,,72.54166666666667,54.0,99.0
2023-04-21,6.5,2.4,11.7,,,218.0,5.1,20.4,1012.4,,77.29166666666667,58.0,99.0
2023-04-22,8.8,4.2,13.7,,,215.0,8.5,33.3,1014.4,,62.25,42.0,86.0
2023-04-23,9.5,7.0,13.0,,,210.0,11.1,40.8,1013.5,,68.29166666666667,56.0,97.0
2023-04-24,6.6,3.7,11.1,,,196.0,11.3,40.8,1013.4,,62.75,27.0,93.0
2023-04-25,4.9,0.8,9.7,,,121.0,8.4,40.8,1014.4,,53.458333333333336,29.0,73.0
2023-04-26,7.1,1.0,15.0,,,98.0,6.6,33.3,1015.2,,41.875,21.0,63.0
2023-04-27,9.8,2.9,16.3,,,152.0,6.2,29.6,1017.1,,53.75,36.0,68.0
2023-04-28,11.8,5.0,16.5,,,211.0,9.6,38.9,1019.3,,62.125,49.0,75.0
2023-04-29,11.7,8.9,13.7,,,137.0,8.2,25.9,1015.7,,80.91666666666667,64.0,100.0
2023-04-30,8.3,5.8,9.8,,,53.0,5.1,16.7,1015.7,,95.125,88.0,100.0
2023-05-01,6.2,4.4,9.1,,,51.0,6.3,22.2,1015.7,,86.0,60.0,100.0
2023-05-02,8.9,4.1,15.7,,,53.0,8.3,31.5,1017.6,,60.708333333333336,31.0,86.0
2023-05-03,10.9,3.7,18.9,,,50.0,5.2,27.8,1019.9,,58.041666666666664,30.0,77.0
2023-05-04,12.4,7.0,18.3,,,211.0,5.6,27.8,1021.1,,59.458333333333336,41.0,79.0
2023-05-05,12.5,6.0,18.7,,,195.0,5.8,29.6,1020.4,,59.625,38.0,82.0
2023-05-06,13.0,6.2,19.0,,,186.0,5.8,29.6,1018.0,,56.666666666666664,35.0,77.0
2023-05-07,11.1,7.3,14.6,,,140.0,4.9,24.1,1018.2,,75.79166666666667,59.0,100.0
2023-05-08,11.0,5.9,16.2,,,57.0,6.6,27.8,1019.6,,78.0,54.0,100.0
2023-05-09,10.9,7.5,15.5,,,150.0,6.4,29.6,1018.1,,78.875,61.0,100.0
2023-05-10,7.8,5.0,11.3,,,79.0,8.8,35.2,1015.2,,69.0,37.0,100.0
2023-05-11,6.6,3.3,11.5,,,57.0,7.3,31.5,1014.1,,66.29166666666667,46.0,88.0
2023-05-12,5.8,3.9,7.9,,,55.0,5.9,22.2,1013.2,,87.04166666666667,73.0,100.0
2023-05-13,6.8,3.7,11.9,,,50.0,5.3,25.9,1015.9,,81.66666666666667,48.0,100.0
2023-05-14,7.3,3.6,12.0,,,59.0,5.7,27.8,1014.2,,74.0,52.0,91.0
2023-05-15,9.0,4.0,15.2,,,58.0,7.6,31.5,1011.9,,62.041666666666664,38.0,81.0
2023-05-16,8.3,5.5,12.0,,,52.0,8.6,33.3,1010.1,,68.04166666666667,48.0,87.0
2023-05-17,7.7,4.9,11.1,,,51.0,7.6,27.8,1014.0,,74.41666666666667,57.0,97.0
2023-05-18,7.7,5.1,11.4,,,48.0,6.8,25.9,1018.2,,79.91666666666667,58.0,97.0
2023-05-19,7.7,5.5,10.6,,,48.0,6.9,29.6,1018.2,,77.95833333333333,60.0,91.0
2023-05-20,7.9,5.5,10.4,,,45.0,7.2,25.9,1016.3,,75.58333333333333,63.0,88.0
2023-05-21,9.4,6.6,11.7,,,48.0,6.6,22.2,1015.2,,80.91666666666667,71.0,90.0
2023-05-22,12.4,8.4,17.3,,,49.0,5.8,31.5,1016.4,,66.625,42.0,85.0
2023-05-23,13.1,6.2,20.4,,,43.0,5.5,35.2,1016.3,,61.833333333333336,31.0,81.0
2023-05-24,11.7,7.4,15.0,,,74.0,5.1,29.6,1015.6,,76.75,58.0,100.0
2023-05-25,9.7,6.9,13.4,,,53.0,5.7,27.8,1018.3,,86.29166666666667,64.0,100.0
2023-05-26,12.9,5.1,20.2,,,45.0,5.5,31.5,1022.1,,65.41666666666667,40.0,91.0
2023-05-27,14.8,7.5,22.2,,,71.0,5.6,33.3,1020.5,,62.833333333333336,38.0,85.0
2023-05-28,13.3,8.5,18.9,,,93.0,5.0,27.8,1017.2,,75.375,49.0,97.0
2023-05-29,11.8,7.2,16.8,,,52.0,5.2,31.5,1016.7,,78.125,50.0,97.0
2023-05-30,13.0,6.2,20.1,,,49.0,5.2,35.2,1017.7,,67.125,43.0,85.0
2023-05-31,11.3,8.2,13.6,,,48.0,5.1,27.8,1018.9,,78.41666666666667,62.0,95.0
2023-06-01,12.6,8.2,17.2,,,52.0,5.4,31.5,1018.3,,69.375,49.0,86.0
2023-06-02,12.6,6.3,17.7,,,46.0,4.5,29.6,1016.1,,73.54166666666667,52.0,94.0
2023-06-03,11.7,7.3,15.6,,,88.0,4.2,20.4,1016.7,,83.04166666666667,66.0,98.0
2023-06-04,11.3,7.8,15.3,,,84.0,3.9,25.9,1018.0,,86.25,64.0,100.0
2023-06-05,11.9,7.4,16.1,,,59.0,4.5,29.6,1016.9,,83.66666666666667,64.0,99.0
2023-06-06,13.5,8.5,20.4,,,73.0,5.5,35.2,1017.0,,71.0,42.0,95.0
2023-06-07,13.5,7.9,18.4,,,109.0,4.8,31.5,1017.8,,75.125,54.0,97.0
2023-06-08,13.7,9.3,18.3,,,151.0,4.8,24.1,1016.0,,80.5,60.0,95.0
2023-06-09,13.3,9.6,15.8,,,113.0,3.8,22.2,1014.1,,84.75,69.0,100.0
2023-06-10,14.0,10.5,18.6,,,99.0,4.4,29.6,1014.2,,83.125,57.0,100.0
2023-06-11,14.4,10.1,19.4,,,71.0,4.3,31.5,1015.0,,80.66666666666667,57.0,97.0
2023-06-12,13.7,9.1,18.7,,,67.0,3.9,29.6,1015.0,,83.875,63.0,100.0
2023-06-13,12.6,10.3,15.0,,,68.0,4.1,20.4,1011.9,,91.95833333333333,82.0,100.0
2023-06-14,13.2,10.4,18.2,,,63.0,4.4,31.5,1012.8,,84.54166666666667,56.0,98.0
2023-06-15,14.1,7.9,20.6,,,54.0,6.5,40.8,1017.1,,62.0,37.0,89.0
2023-06-16,14.6,9.5,21.3,,,44.0,6.5,44.5,1018.9,,54.333333333333336,29.0,74.0
2023-06-17,16.1,8.9,22.4,,,36.0,5.8,35.2,1017.8,,56.125,41.0,73.0
2023-06-18,16.7,10.4,22.2,,,193.0,5.7,35.2,1018.0,,64.54166666666667,49.0,83.0
2023-06-19,17.9,13.2,22.8,,,168.0,7.9,38.9,1018.4,,66.95833333333333,45.0,93.0
2023-06-20,19.5,14.0,23.8,,,176.0,7.6,40.8,1017.9,,62.375,52.0,78.0
2023-06-21,20.4,14.5,27.6,,,194.0,10.0,46.3,1020.4,,56.041666666666664,35.0,79.0
2023-06-22,18.3,13.4,20.5,,,199.0,7.8,40.8,1021.2,,69.04166666666667,54.0,98.0
2023-06-23,15.8,11.0,23.8,,,81.0,8.2,48.2,1022.7,,65.41666666666667,28.0,97.0
2023-06-24,17.3,9.6,25.6,,,70.0,5.6,38.9,1021.2,,60.166666666666664,42.0,78.0
2023-06-25,19.1,12.3,26.7,,,67.0,5.3,37.0,1020.1,,61.75,44.0,82.0
2023-06-26,18.8,13.4,24.4,,,50.0,6.4,33.3,1020.5,,56.291666666666664,33.0,78.0
2023-06-27,18.7,13.6,25.8,,,60.0,7.0,46.3,1019.0,,57.75,33.0,77.0
2023-06-28,18.4,12.8,25.2,,,64.0,6.1,38.9,1016.5,,62.875,41.0,81.0
2023-06-29,16.6,13.2,19.4,,,100.0,4.4,25.9,1018.0,,81.5,67.0,100.0
2023-06-30,12.6,10.4,14.9,,,73.0,5.5,24.1,1015.8,,92.70833333333333,83.0,100.0
2023-07-01,12.7,7.7,17.7,,,66.0,6.9,29.6,1014.1,,77.25,55.0,94.0
2023-07-02,15.8,10.9,24.1,,,65.0,7.1,38.9,1015.2,,68.375,46.0,88.0
2023-07-03,16.2,11.9,21.7,,,63.0,6.9,40.8,1016.6,,64.29166666666667,48.0,82.0
2023-07-04,16.3,10.8,22.9,,,99.0,6.4,42.6,1017.3,,57.416666666666664,31.0,76.0
2023-07-05,15.6,10.4,21.3,,,179.0,7.6,42.6,1018.4,,60.666666666666664,40.0,76.0
2023-07-06,15.3,10.4,19.8,,,167.0,5.9,29.6,1018.7,,62.625,49.0,77.0
2023-07-07,17.0,10.0,25.0,,,65.0,5.6,37.0,1021.5,,60.75,35.0,79.0
2023-07-08,19.0,13.8,23.7,,,64.0,5.7,31.5,1023.0,,66.875,51.0,94.0
2023-07-09,20.2,14.6,29.0,,,175.0,5.8,40.8,1024.4,,57.958333333333336,31.0,76.0
2023-07-10,21.7,15.0,29.6,,,171.0,6.2,42.6,1024.8,,56.041666666666664,32.0,79.0
2023-07-11,22.1,15.2,27.7,,,202.0,7.3,38.9,1021.4,,52.958333333333336,39.0,73.0
2023-07-12,21.2,16.4,27.0,,,199.0,11.0,57.4,1018.3,,58.708333333333336,30.0,88.0
2023-07-13,16.9,11.1,24.5,,,84.0,8.2,40.8,1019.2,,70.29166666666667,42.0,92.0
2023-07-14,18.6,12.8,26.8,,,96.0,6.5,44.5,1018.8,,53.708333333333336,28.0,75.0
2023-07-15,20.3,11.7,27.5,,,217.0,10.9,55.5,1018.2,,45.541666666666664,30.0,70.0
2023-07-16,20.0,14.0,24.0,,,189.0,9.7,40.8,1019.0,,56.0,43.0,73.0
2023-07-17,21.4,14.5,29.4,,,204.0,11.2,61.1,1022.0,,51.625,24.0,81.0
2023-07-18,23.5,16.8,30.8,,,212.0,11.8,59.3,1022.1,,45.166666666666664,20.0,75.0
2023-07-19,22.1,17.5,28.5,,,218.0,12.3,59.3,1019.1,,46.625,22.0,57.0
2023-07-20,19.8,13.9,27.6,,,175.0,8.1,55.5,1015.2,,43.375,18.0,64.0
2023-07-21,17.7,13.2,21.0,,,204.0,7.8,40.8,1014.0,,50.541666666666664,38.0,68.0
2023-07-22,16.8,10.8,24.8,,,184.0,7.1,48.2,1017.8,,52.458333333333336,26.0,70.0
2023-07-23,18.6,10.4,26.3,,,207.0,9.8,53.7,1019.1,,45.541666666666664,24.0,71.0
2023-07-24,18.7,14.2,25.3,,,219.0,12.4,55.5,1014.7,,63.375,37.0,85.0
2023-07-25,15.0,9.8,20.6,,,225.0,10.4,53.7,1011.1,,62.083333333333336,29.0,83.0
2023-07-26,12.7,8.6,20.3,,,83.0,7.8,46.3,1015.8,,53.666666666666664,33.0,72.0
2023-07-27,15.5,6.4,26.0,,,150.0,6.5,44.5,1016.3,,47.416666666666664,26.0,74.0
2023-07-28,17.4,12.0,23.1,,,191.0,8.4,38.9,1016.5,,56.875,38.0,72.0
2023-07-29,17.8,12.3,24.9,,,210.0,10.1,46.3,1017.3,,61.0,33.0,99.0
2023-07-30,16.3,11.8,24.4,,,118.0,8.9,44.5,1018.6,,67.75,35.0,95.0
2023-07-31,16.8,9.9,26.4,,,65.0,5.8,44.5,1016.5,,52.916666666666664,31.0,70.0
2023-08-01,16.7,13.2,22.8,,,234.0,9.0,61.1,1012.7,,53.333333333333336,29.0,64.0
2023-08-02,18.5,12.0,27.1,,,207.0,10.8,59.3,1011.1,,51.75,26.0,74.0
2023-08-03,17.4,12.1,21.8,,,183.0,11.9,46.3,1011.4,,54.041666666666664,36.0,70.0
2023-08-04,12.3,8.7,17.4,,,55.0,6.1,40.8,1013.3,,62.875,41.0,87.0
2023-08-05,13.3,9.3,21.4,,,72.0,7.4,48.2,1014.7,,55.666666666666664,30.0,77.0
2023-08-06,12.0,8.2,17.2,,,225.0,11.1,68.5,1016.2,,50.583333333333336,25.0,68.0
