date,tmedia,tmax,tmin,tclasse,ptot,pclasse,vmedia,vraffica,settore_prevalente,tempo_permanenza,durata_calma,vclasse,umedia,umin,umax,uclasse,rtot,rclasse,hdd_base18,hdd_base20,cdd_base18
1991-04-02,5.7,12.9,-1.2,M000,,M0,,,,,,M00000,75.0,53.0,93.0,M000,,,12.2,14.2,0.0
1991-04-03,7.4,13.5,1.1,M000,,M0,,,,,,M00000,78.0,52.0,95.0,M000,,,10.7,12.7,0.0
1991-04-04,5.6,8.9,1.6,M000,,M0,2.0,8.3,NE,460.0,690.0,M*****,85.0,36.0,97.0,M000,,,12.8,14.8,0.0
1991-04-05,4.4,6.7,2.2,M000,,M0,1.1,8.4,NE,220.0,650.0,M*****,66.0,36.0,91.0,M000,,,13.6,15.6,0.0
1991-04-06,6.9,13.9,2.7,M000,,M0,0.4,5.5,NE,180.0,1160.0,M00000,53.0,30.0,80.0,M000,,,9.7,11.7,0.0
1991-04-07,10.2,17.0,4.4,M000,,M0,1.9,13.7,WSW,440.0,290.0,M00000,34.0,11.0,69.0,M000,,,7.3,9.3,0.0
1991-04-08,7.7,15.5,1.2,M000,,M0,2.8,11.5,NE,510.0,550.0,M*****,46.0,24.0,77.0,M000,,,9.7,11.7,0.0
1991-04-09,7.3,15.1,0.2,M000,,M0,2.3,10.1,NE,480.0,790.0,M00000,60.0,35.0,83.0,M000,,,10.4,12.4,0.0
1991-04-10,8.4,16.1,2.0,M000,,M0,1.7,8.4,NE,450.0,910.0,M*****,68.0,42.0,88.0,M000,,,9.0,11.0,0.0
1991-04-11,5.9,10.1,2.1,M000,,M0,2.1,12.6,NE,440.0,780.0,M*****,77.0,51.0,97.0,M000,,,11.9,13.9,0.0
1991-04-12,6.7,,3.1,M*0*,,M0,,,,,,M00000,77.0,62.0,97.0,M***,,,,,
1991-04-13,7.5,12.3,4.0,M000,,M0,2.5,10.4,NE,430.0,760.0,M*****,69.0,43.0,89.0,M000,,,9.9,11.9,0.0
1991-04-14,7.4,10.3,3.0,M000,,M0,,,,,,M00000,73.0,56.0,89.0,M000,,,11.4,13.4,0.0
1991-04-15,6.7,12.4,2.4,M000,,M0,1.7,7.6,NE,400.0,840.0,M*****,74.0,43.0,90.0,M000,,,10.6,12.6,0.0
1991-04-16,9.9,16.6,2.6,M000,,M0,1.3,8.4,NE,370.0,780.0,M*****,53.0,18.0,90.0,M000,,,8.4,10.4,0.0
1991-04-17,6.2,12.9,-1.9,M000,,M0,2.9,15.1,SW,280.0,200.0,M*****,50.0,15.0,97.0,M000,,,12.5,14.5,0.0
1991-04-18,0.8,6.8,-4.4,M000,,M0,,,,,,M00000,60.0,27.0,97.0,M000,,,16.8,18.8,0.0
1991-04-19,2.2,7.8,-3.0,M000,,M0,,,,,,M00000,33.0,16.0,68.0,M000,,,15.6,17.6,0.0
1991-04-20,-0.6,2.5,-3.0,M000,,M0,,,,,,M00000,73.0,52.0,,M000,,,18.3,20.3,0.0
1991-04-21,1.1,7.0,-4.7,M000,,M0,,,,,,M00000,62.0,26.0,89.0,M000,,,16.9,18.9,0.0
1991-04-22,1.4,,-3.4,M000,,M0,,,,,,M00000,75.0,53.0,91.0,M000,,,,,
1991-04-23,3.3,8.4,-2.9,M000,,M0,,,,,,M00000,40.0,21.0,91.0,M000,,,15.3,17.3,0.0
1991-04-24,3.6,8.9,-2.7,M000,,M0,,,,,,M00000,37.0,13.0,60.0,M000,,,14.9,16.9,0.0
1991-04-25,2.1,5.9,0.0,M000,,M0,3.8,11.6,NE,610.0,290.0,M*****,78.0,57.0,97.0,M000,,,15.1,17.1,0.0
1991-04-26,1.0,3.3,,M000,,M0,3.0,8.3,ENE,540.0,390.0,M*****,94.0,81.0,97.0,M000,,,,,
1991-04-27,5.6,11.8,-0.4,M000,0.0,MZ,0.9,7.3,NE,420.0,930.0,M00000,73.0,36.0,97.0,M000,,,12.3,14.3,0.0
1991-04-28,3.8,8.0,0.9,M000,13.2,MZ,1.9,10.5,NE,450.0,830.0,M00000,88.0,65.0,97.0,M000,,,13.6,15.6,0.0
1991-04-29,7.1,14.8,0.4,M000,0.0,MZ,1.1,11.1,WSW,440.0,560.0,M00000,61.0,27.0,98.0,M000,,,10.4,12.4,0.0
1991-04-30,8.6,17.1,2.4,M000,0.8,MZ,2.1,9.3,NE,340.0,480.0,M00000,56.0,28.0,92.0,M000,,,8.3,10.3,0.0
1991-05-01,7.5,11.9,3.6,M000,3.6,MZ,3.1,12.2,NE,720.0,500.0,M00000,82.0,62.0,97.0,M000,,,10.3,12.3,0.0
1991-05-02,5.0,6.6,3.7,M000,9.2,MZ,2.8,8.8,NE,920.0,170.0,M00000,97.0,90.0,99.0,M000,,,12.9,14.9,0.0
1991-05-03,7.4,12.9,3.3,M000,3.4,MZ,1.8,12.8,NE,310.0,530.0,M00000,65.0,36.0,99.0,M000,,,9.9,11.9,0.0
1991-05-04,4.6,8.4,0.4,M000,0.0,MZ,2.1,17.3,WSW,600.0,170.0,M00000,39.0,27.0,67.0,M000,,,13.6,15.6,0.0
1991-05-05,1.4,5.1,-3.4,M000,3.8,MZ,3.0,10.3,NE,720.0,690.0,M00000,73.0,40.0,98.0,M000,,,17.2,19.2,0.0
1991-05-06,2.6,7.6,-1.2,M000,0.0,MZ,1.0,8.2,NE,390.0,910.0,M00000,81.0,45.0,98.0,M000,,,14.8,16.8,0.0
1991-05-07,6.1,13.5,-2.2,M000,0.0,MZ,0.9,8.0,NE,220.0,830.0,M00000,54.0,21.0,95.0,M000,,,12.4,14.4,0.0
1991-05-08,5.7,9.9,0.3,M000,6.6,MZ,2.5,11.9,NE,570.0,610.0,M00000,74.0,52.0,96.0,M000,,,12.9,14.9,0.0
1991-05-09,5.5,9.5,3.9,M000,6.2,MZ,3.0,10.6,NE,730.0,10.0,M00000,86.0,58.0,98.0,M000,,,11.3,13.3,0.0
1991-05-10,5.0,8.7,3.7,M000,11.6,MZ,2.0,8.8,NE,570.0,590.0,M00000,91.0,74.0,98.0,M000,,,11.8,13.8,0.0
1991-05-11,9.9,14.9,2.9,M000,0.0,MZ,1.8,10.6,NE,210.0,370.0,M00000,55.0,31.0,97.0,M000,,,9.1,11.1,0.0
1991-05-12,11.8,16.2,6.6,M000,0.0,MZ,2.1,13.3,SW,260.0,200.0,M00000,38.0,17.0,81.0,M000,,,6.6,8.6,0.0
1991-05-13,10.3,15.9,4.3,M000,1.2,MZ,2.7,9.9,NE,610.0,590.0,M00000,64.0,32.0,97.0,M000,,,7.9,9.9,0.0
1991-05-14,11.7,19.3,4.1,M000,0.0,MZ,1.4,7.8,NE,430.0,800.0,M00000,58.0,22.0,97.0,M000,,,6.3,8.3,0.0
1991-05-15,11.5,18.2,7.2,M000,0.0,MZ,2.5,18.7,SW,520.0,410.0,M00000,43.0,22.0,73.0,M000,,,5.3,7.3,0.0
1991-05-16,7.7,11.5,4.3,M000,0.0,MZ,2.7,14.4,SW,420.0,30.0,M00000,32.0,19.0,43.0,M000,,,10.1,12.1,0.0
1991-05-17,6.6,11.6,1.5,M000,0.0,MZ,1.8,10.6,WSW,370.0,270.0,M00000,33.0,22.0,61.0,M000,,,11.5,13.5,0.0
1991-05-18,8.2,14.8,1.5,M000,0.0,MZ,2.6,10.5,WSW,540.0,310.0,M00000,36.0,15.0,66.0,M000,,,9.9,11.9,0.0
1991-05-19,9.1,15.1,0.6,M000,0.0,MZ,2.5,13.4,WSW,450.0,300.0,M00000,38.0,18.0,72.0,M000,,,10.2,12.2,0.0
1991-05-20,10.0,15.4,4.7,M000,0.0,MZ,3.4,11.9,NE,630.0,610.0,M00000,47.0,30.0,77.0,M000,,,8.0,10.0,0.0
1991-05-21,12.8,20.9,4.1,M000,0.0,MZ,2.2,9.8,NE,560.0,780.0,M00000,54.0,28.0,80.0,M000,,,5.5,7.5,0.0
1991-05-22,15.8,22.9,7.9,M000,0.0,MZ,2.2,9.8,NE,560.0,770.0,M00000,49.0,30.0,72.0,M000,,,0.0,4.6,0.0
1991-05-23,17.2,24.4,8.8,M000,0.0,MZ,0.7,9.3,WSW,220.0,710.0,M00000,35.0,15.0,61.0,M000,,,0.0,3.4,0.0
1991-05-24,11.8,17.1,6.0,M000,0.0,MZ,2.3,10.5,NE,630.0,700.0,M00000,58.0,35.0,82.0,M000,,,6.5,8.5,0.0
1991-05-25,10.7,15.8,5.5,M000,0.0,MZ,2.8,10.0,NE,870.0,460.0,M00000,66.0,47.0,85.0,M000,,,7.4,9.4,0.0
1991-05-26,13.6,21.0,5.5,M000,0.0,MZ,1.2,9.8,NE,310.0,700.0,M00000,41.0,17.0,70.0,M000,,,4.8,6.8,0.0
